"Step","Name: On-policy-GRPO - rollout/avg_response_length","Name: On-policy-GRPO - rollout/avg_response_length__MIN","Name: On-policy-GRPO - rollout/avg_response_length__MAX","Name: On-policy-REINFORCE+Baseline - rollout/avg_response_length","Name: On-policy-REINFORCE+Baseline - rollout/avg_response_length__MIN","Name: On-policy-REINFORCE+Baseline - rollout/avg_response_length__MAX","Name: On-policy-POS+NEG - rollout/avg_response_length","Name: On-policy-POS+NEG - rollout/avg_response_length__MIN","Name: On-policy-POS+NEG - rollout/avg_response_length__MAX","Name: On-policy-SFT - rollout/avg_response_length","Name: On-policy-SFT - rollout/avg_response_length__MIN","Name: On-policy-SFT - rollout/avg_response_length__MAX"
"14","420.53125","420.53125","420.53125","391.8500061035156","391.8500061035156","391.8500061035156","321.2395782470703","314.875","327.6041564941406","294.2916564941406","294.2916564941406","294.2916564941406"
"15","364.5208435058594","364.5208435058594","364.5208435058594","313.17498779296875","313.17498779296875","313.17498779296875","408.8546905517578","361.1625061035156","456.546875","335.1666564941406","335.1666564941406","335.1666564941406"
"16","362.5178527832031","362.5178527832031","362.5178527832031","364.7250061035156","364.7250061035156","364.7250061035156","312.390625","269.515625","355.265625","278.0625","278.0625","278.0625"
"17","376.828125","376.828125","376.828125","352.11248779296875","352.11248779296875","352.11248779296875","436.9401092529297","365.609375","508.2708435058594","341.09375","341.09375","341.09375"
"18","403.2395935058594","403.2395935058594","403.2395935058594","353.4583435058594","353.4583435058594","353.4583435058594","371.35565185546875","340.3571472167969","402.3541564941406","307.0833435058594","307.0833435058594","307.0833435058594"
"19","332.234375","332.234375","332.234375","329.015625","329.015625","329.015625","417.2671203613281","391.1696472167969","443.3645935058594","238.25","238.25","238.25"
"20","356.40625","356.40625","356.40625","331.546875","331.546875","331.546875","310.5916748046875","302.5833435058594","318.6000061035156","300.1875","300.1875","300.1875"
"21","304.63751220703125","304.63751220703125","304.63751220703125","294.0874938964844","294.0874938964844","294.0874938964844","397.9839324951172","391.20001220703125","404.7678527832031","216.0625","216.0625","216.0625"
"22","289.1875","289.1875","289.1875","293.5208435058594","293.5208435058594","293.5208435058594","321.8385467529297","306.7708435058594","336.90625","306.25","306.25","306.25"
"23","348.5","348.5","348.5","398.20001220703125","398.20001220703125","398.20001220703125","480.0234375","411.0625","548.984375","329.5","329.5","329.5"
"24","327.9270935058594","327.9270935058594","327.9270935058594","357.3541564941406","357.3541564941406","357.3541564941406","327.9312438964844","320.75","335.11248779296875","269.5","269.5","269.5"
"25","462.3125","462.3125","462.3125","362.6875","362.6875","362.6875","394.9354248046875","386.1625061035156","403.7083435058594","297.875","297.875","297.875"
"26","411.875","411.875","411.875","383.34375","383.34375","383.34375","357.34375","356.3125","358.375","248.875","248.875","248.875"
"27","304.4479064941406","304.4479064941406","304.4479064941406","378.2749938964844","378.2749938964844","378.2749938964844","318.0208282470703","296.4791564941406","339.5625","266.4375","266.4375","266.4375"
"28","511.9270935058594","511.9270935058594","511.9270935058594","399.75","399.75","399.75","309.9812469482422","257.0625","362.8999938964844","241.625","241.625","241.625"
"29","423.484375","423.484375","423.484375","418.7291564941406","418.7291564941406","418.7291564941406","292.671875","286.375","298.96875","337.1458435058594","337.1458435058594","337.1458435058594"
"30","331.3125","331.3125","331.3125","403.984375","403.984375","403.984375","442.2749938964844","440.125","444.42498779296875","290.0208435058594","290.0208435058594","290.0208435058594"
"31","444.265625","444.265625","444.265625","605.2625122070312","605.2625122070312","605.2625122070312","488.8787384033203","376.0520935058594","601.7053833007812","229.1666717529297","229.1666717529297","229.1666717529297"
"32","375.46875","375.46875","375.46875","401.4791564941406","401.4791564941406","401.4791564941406","498.1197967529297","486.53125","509.7083435058594","306","306","306"
"33","313.875","313.875","313.875","330.2708435058594","330.2708435058594","330.2708435058594","372.5234375","262.375","482.671875","339.375","339.375","339.375"
"34","473.1499938964844","473.1499938964844","473.1499938964844","413.1625061035156","413.1625061035156","413.1625061035156","347.3812561035156","333.875","360.88751220703125","278.25","278.25","278.25"
"35","323.7875061035156","323.7875061035156","323.7875061035156","301.9375","301.9375","301.9375","480.3958435058594","402.75","558.0416870117188","493.375","493.375","493.375"
"36","278.0625","278.0625","278.0625","302.65625","302.65625","302.65625","439.9546813964844","404.36248779296875","475.546875","296.4166564941406","296.4166564941406","296.4166564941406"
"37","400.8999938964844","400.8999938964844","400.8999938964844","292.8125","292.8125","292.8125","427.0885467529297","424.84375","429.3333435058594","303.9166564941406","303.9166564941406","303.9166564941406"
"38","631.53125","631.53125","631.53125","390.26251220703125","390.26251220703125","390.26251220703125","455.4791564941406","362.3125","548.6458129882812","298.0833435058594","298.0833435058594","298.0833435058594"
"39","418.9453125","418.9453125","418.9453125","327.4609375","327.4609375","327.4609375","471.0416717529297","445.125","496.9583435058594","291.54998779296875","291.54998779296875","291.54998779296875"
"40","441.875","441.875","441.875","412.6428527832031","412.6428527832031","412.6428527832031","453.6312561035156","342.5625","564.7000122070312","236.9166717529297","236.9166717529297","236.9166717529297"
"41","395.53125","395.53125","395.53125","274.9166564941406","274.9166564941406","274.9166564941406","501.1796875","378.609375","623.75","233.84375","233.84375","233.84375"
"42","424","424","424","368.9270935058594","368.9270935058594","368.9270935058594","615.7937622070312","545.6875","685.9000244140625","284.4166564941406","284.4166564941406","284.4166564941406"
"43","288.53125","288.53125","288.53125","297.96875","297.96875","297.96875","545.0390625","473.609375","616.46875","278.0416564941406","278.0416564941406","278.0416564941406"
"44","334.875","334.875","334.875","266.25","266.25","266.25","496.7161560058594","460.578125","532.8541870117188","264.1666564941406","264.1666564941406","264.1666564941406"
"45","370.1458435058594","370.1458435058594","370.1458435058594","372.1875","372.1875","372.1875","526.2552032470703","304.6354064941406","747.875","264.5","264.5","264.5"
"46","463","463","463","526.5499877929688","526.5499877929688","526.5499877929688","334.09375","317.8125","350.375","291.0416564941406","291.0416564941406","291.0416564941406"
"47","327.3214416503906","327.3214416503906","327.3214416503906","342.66070556640625","342.66070556640625","342.66070556640625","355.00892639160156","308.625","401.3928527832031","235.0833282470703","235.0833282470703","235.0833282470703"
"48","234.28125","234.28125","234.28125","393.5208435058594","393.5208435058594","393.5208435058594","553.6979064941406","540.1875","567.2083129882812","230.3125","230.3125","230.3125"
"49","368.0803527832031","368.0803527832031","368.0803527832031","314.2916564941406","314.2916564941406","314.2916564941406","487.1812438964844","443.25","531.1124877929688","269.96875","269.96875","269.96875"
"50","295.46875","295.46875","295.46875","280.625","280.625","280.625","439.4895782470703","322.7291564941406","556.25","268.15625","268.15625","268.15625"
"51","522.6517944335938","522.6517944335938","522.6517944335938","489.5208435058594","489.5208435058594","489.5208435058594","608.7552185058594","380.6875","836.8229370117188","282.0714416503906","282.0714416503906","282.0714416503906"
"52","332.11248779296875","332.11248779296875","332.11248779296875","353.1499938964844","353.1499938964844","353.1499938964844","435.86248779296875","317.5","554.2249755859375","277.75","277.75","277.75"
"53","459.6625061035156","459.6625061035156","459.6625061035156","381.63751220703125","381.63751220703125","381.63751220703125","379.296875","324.5625","434.03125","286.22222900390625","286.22222900390625","286.22222900390625"
"54","343.2291564941406","343.2291564941406","343.2291564941406","311.5625","311.5625","311.5625","549.0052185058594","541.96875","556.0416870117188","254.75","254.75","254.75"
"55","393.5","393.5","393.5","258.65625","258.65625","258.65625","658.176025390625","638.9895629882812","677.3624877929688","273.7083435058594","273.7083435058594","273.7083435058594"
"56","527.765625","527.765625","527.765625","324.5208435058594","324.5208435058594","324.5208435058594","513.5226440429688","447.8203125","579.2249755859375","260","260","260"
"57","401.07501220703125","401.07501220703125","401.07501220703125","336.13751220703125","336.13751220703125","336.13751220703125","520.9464263916016","499.7410583496094","542.1517944335938","244.71875","244.71875","244.71875"
"58","459.5069580078125","459.5069580078125","459.5069580078125","382.9305419921875","382.9305419921875","382.9305419921875","510.6979217529297","481.9583435058594","539.4375","224.875","224.875","224.875"
"59","506.77679443359375","506.77679443359375","506.77679443359375","331.78570556640625","331.78570556640625","331.78570556640625","535.3645935058594","486.8125","583.9166870117188","261.5","261.5","261.5"
"60","466.8541564941406","466.8541564941406","466.8541564941406","421.9375","421.9375","421.9375","566.1067810058594","308.921875","823.2916870117188","203.2142791748047","203.2142791748047","203.2142791748047"
"61","514.9791870117188","514.9791870117188","514.9791870117188","589.0374755859375","589.0374755859375","589.0374755859375","546.6849060058594","530.2916870117188","563.078125","228.015625","228.015625","228.015625"
"62","358.875","358.875","358.875","339.28125","339.28125","339.28125","527.9562683105469","372.63751220703125","683.2750244140625","241.875","241.875","241.875"
"63","422.7604064941406","422.7604064941406","422.7604064941406","318.2083435058594","318.2083435058594","318.2083435058594","718.15625","587.4375","848.875","298.3125","298.3125","298.3125"
"64","493.4791564941406","493.4791564941406","493.4791564941406","304.9895935058594","304.9895935058594","304.9895935058594","471.8125","438.5","505.125","227.75","227.75","227.75"
"65","402.51251220703125","402.51251220703125","402.51251220703125","376.0562438964844","376.0562438964844","376.0562438964844","689.40625","491.96875","886.84375","264","264","264"
"66","486.84375","486.84375","486.84375","449.28125","449.28125","449.28125","650.5833129882812","548.2083129882812","752.9583129882812","257.2321472167969","257.2321472167969","257.2321472167969"
"67","492.9583435058594","492.9583435058594","492.9583435058594","429.2708435058594","429.2708435058594","429.2708435058594","476.4776916503906","388.3125","564.6428833007812","220.5749969482422","220.5749969482422","220.5749969482422"
"68","581.2916870117188","581.2916870117188","581.2916870117188","553.2708129882812","553.2708129882812","553.2708129882812","760.7752990722656","655.9166870117188","865.6339111328125","224.6999969482422","224.6999969482422","224.6999969482422"
"69","447","447","447","552.8499755859375","552.8499755859375","552.8499755859375","830.8010559082031","555.8020629882812","1105.800048828125","196.5","196.5","196.5"
"70","664.7890625","664.7890625","664.7890625","541.6964111328125","541.6964111328125","541.6964111328125","1146.7770690917969","580.7916870117188","1712.762451171875","231.6750030517578","231.6750030517578","231.6750030517578"
"71","555.640625","555.640625","555.640625","382.125","382.125","382.125","643.7609252929688","629.1624755859375","658.359375","215.875","215.875","215.875"
"72","374.4375","374.4375","374.4375","286.59375","286.59375","286.59375","562.2093811035156","519.03125","605.3875122070312","208.21875","208.21875","208.21875"
"73","668.8958129882812","668.8958129882812","668.8958129882812","482.6499938964844","482.6499938964844","482.6499938964844","726.51953125","660.75","792.2890625","243.9375","243.9375","243.9375"
"74","619.0374755859375","619.0374755859375","619.0374755859375","439.1339416503906","439.1339416503906","439.1339416503906","721.3385314941406","593.1145629882812","849.5625","218.7857208251953","218.7857208251953","218.7857208251953"
"75","506.5249938964844","506.5249938964844","506.5249938964844","483.5625","483.5625","483.5625","519.6531372070312","347.46875","691.8375244140625","239.375","239.375","239.375"
"76","445.7083435058594","445.7083435058594","445.7083435058594","700.4375","700.4375","700.4375","726.03125","580.09375","871.96875","287.2916564941406","287.2916564941406","287.2916564941406"
"77","633.9821166992188","633.9821166992188","633.9821166992188","529.6696166992188","529.6696166992188","529.6696166992188","454.6729278564453","438.9583435058594","470.38751220703125","223.6666717529297","223.6666717529297","223.6666717529297"
"78","467.3680419921875","467.3680419921875","467.3680419921875","416.6180419921875","416.6180419921875","416.6180419921875","865.890625","717.90625","1013.875","204.5","204.5","204.5"
"79","451.16070556640625","451.16070556640625","451.16070556640625","396.6770935058594","396.6770935058594","396.6770935058594","639.328125","435.40625","843.25","220.80357360839844","220.80357360839844","220.80357360839844"
"80","531.5750122070312","531.5750122070312","531.5750122070312","343.8125","343.8125","343.8125","974.0182342529297","401.9583435058594","1546.078125","252.375","252.375","252.375"
"81","427.8541564941406","427.8541564941406","427.8541564941406","499.484375","499.484375","499.484375","892.3567810058594","846.4479370117188","938.265625","291","291","291"
"82","414.6041564941406","414.6041564941406","414.6041564941406","382.6015625","382.6015625","382.6015625","947.1049194335938","651.65625","1242.5535888671875","213.4791717529297","213.4791717529297","213.4791717529297"
"83","577.3125","577.3125","577.3125","515.1015625","515.1015625","515.1015625","1187.624267578125","893.8214111328125","1481.4271240234375","242.375","242.375","242.375"
"84","660.6312255859375","660.6312255859375","660.6312255859375","477.4166564941406","477.4166564941406","477.4166564941406","1068.2566833496094","847.6071166992188","1288.90625","194.84091186523438","194.84091186523438","194.84091186523438"
"85","464.546875","464.546875","464.546875","418.390625","418.390625","418.390625","712.6067810058594","619.203125","806.0104370117188","188.7291717529297","188.7291717529297","188.7291717529297"
"86","550.5625","550.5625","550.5625","515.875","515.875","515.875","714.5249938964844","512.75","916.2999877929688","215.80682373046875","215.80682373046875","215.80682373046875"
"87","606.3035888671875","606.3035888671875","606.3035888671875","388.8854064941406","388.8854064941406","388.8854064941406","1292.8393249511719","593.7678833007812","1991.9107666015625","218.6750030517578","218.6750030517578","218.6750030517578"
"88","471.7083435058594","471.7083435058594","471.7083435058594","537.75","537.75","537.75","1315.2320556640625","978.1015625","1652.362548828125","211.3333282470703","211.3333282470703","211.3333282470703"
"89","557.4791870117188","557.4791870117188","557.4791870117188","481.15625","481.15625","481.15625","1641.9453125","979.25","2304.640625","247.4583282470703","247.4583282470703","247.4583282470703"
"90","1004.4196166992188","1004.4196166992188","1004.4196166992188","903.2767944335938","903.2767944335938","903.2767944335938","1353.3270263671875","1118.109375","1588.544677734375","147.875","147.875","147.875"
"91","651.359375","651.359375","651.359375","608.90625","608.90625","608.90625","1035.0160827636719","449.79998779296875","1620.232177734375","207.421875","207.421875","207.421875"
"92","899.9375","899.9375","899.9375","708.375","708.375","708.375","1298.5963745117188","1184.265625","1412.9271240234375","202.3541717529297","202.3541717529297","202.3541717529297"
"93","578.40625","578.40625","578.40625","406.71875","406.71875","406.71875","1068.4330444335938","712.5535888671875","1424.3125","194.28125","194.28125","194.28125"
"94","550.9749755859375","550.9749755859375","550.9749755859375","388.5","388.5","388.5","1698.4905090332031","966.2857055664062","2430.6953125","258.75","258.75","258.75"
"95","527.6696166992188","527.6696166992188","527.6696166992188","554.3020629882812","554.3020629882812","554.3020629882812","1241.1322937011719","866.0520629882812","1616.2125244140625","178","178","178"
"96","407.88751220703125","407.88751220703125","407.88751220703125","728.9583129882812","728.9583129882812","728.9583129882812","1402.1845703125","1049.1607666015625","1755.2083740234375","178.0625","178.0625","178.0625"
"97","775.8937377929688","775.8937377929688","775.8937377929688","722.076416015625","722.076416015625","722.076416015625","878.8671875","843.5625","914.171875","231.171875","231.171875","231.171875"
"98","455.0178527832031","455.0178527832031","455.0178527832031","365.7321472167969","365.7321472167969","365.7321472167969","1152.3895568847656","847.2999877929688","1457.4791259765625","214.3125","214.3125","214.3125"
"99","551.5","551.5","551.5","795.1749877929688","795.1749877929688","795.1749877929688","899.6354064941406","827.4583129882812","971.8125","203.75","203.75","203.75"
"100","583.7562255859375","583.7562255859375","583.7562255859375","569.9791870117188","569.9791870117188","569.9791870117188","671.5625","671.5625","671.5625","193.25","193.25","193.25"
"101","431.5","431.5","431.5","691.6500244140625","691.6500244140625","691.6500244140625","760.5902709960938","760.5902709960938","760.5902709960938","220.25","220.25","220.25"
"102","516.875","516.875","516.875","529.1875","529.1875","529.1875","732.9500122070312","732.9500122070312","732.9500122070312","193.078125","193.078125","193.078125"
"103","359.29998779296875","359.29998779296875","359.29998779296875","625.75","625.75","625.75","861.546875","861.546875","861.546875","228.25","228.25","228.25"
"104","708.25","708.25","708.25","817.109375","817.109375","817.109375","1226.9375","1226.9375","1226.9375","204.5","204.5","204.5"
"105","507.421875","507.421875","507.421875","606.4166870117188","606.4166870117188","606.4166870117188","1091.1041259765625","1091.1041259765625","1091.1041259765625","190.92857360839844","190.92857360839844","190.92857360839844"
"106","411.4375","411.4375","411.4375","772.4097290039062","772.4097290039062","772.4097290039062","1004.40625","1004.40625","1004.40625","191.85000610351562","191.85000610351562","191.85000610351562"
"107","618","618","618","1172.300048828125","1172.300048828125","1172.300048828125","692.1875","692.1875","692.1875","193.15625","193.15625","193.15625"
"108","647.7312622070312","647.7312622070312","647.7312622070312","660.6624755859375","660.6624755859375","660.6624755859375","709.1500244140625","709.1500244140625","709.1500244140625","181.5416717529297","181.5416717529297","181.5416717529297"
"109","407.28570556640625","407.28570556640625","407.28570556640625","774.3035888671875","774.3035888671875","774.3035888671875","857.90625","857.90625","857.90625","186.5","186.5","186.5"
"110","510.1339416503906","510.1339416503906","510.1339416503906","627.4375","627.4375","627.4375","1707.9375","1707.9375","1707.9375","178","178","178"
"111","630.65625","630.65625","630.65625","804.9140625","804.9140625","804.9140625","779.3624877929688","779.3624877929688","779.3624877929688","192.75","192.75","192.75"
"112","812.0982055664062","812.0982055664062","812.0982055664062","779.5520629882812","779.5520629882812","779.5520629882812","845.4107055664062","845.4107055664062","845.4107055664062","215.5","215.5","215.5"
"113","551.828125","551.828125","551.828125","511.3571472167969","511.3571472167969","511.3571472167969","1007.75","1007.75","1007.75","188.4166717529297","188.4166717529297","188.4166717529297"
"114","587.7937622070312","587.7937622070312","587.7937622070312","691.6761474609375","691.6761474609375","691.6761474609375","1177.6805419921875","1177.6805419921875","1177.6805419921875","172.39285278320312","172.39285278320312","172.39285278320312"
"115","876.4270629882812","876.4270629882812","876.4270629882812","677.2750244140625","677.2750244140625","677.2750244140625","928.4821166992188","928.4821166992188","928.4821166992188","200.25","200.25","200.25"
"116","721.8333129882812","721.8333129882812","721.8333129882812","1074.893798828125","1074.893798828125","1074.893798828125","669.1124877929688","669.1124877929688","669.1124877929688","186.625","186.625","186.625"
"117","557.84375","557.84375","557.84375","774.4249877929688","774.4249877929688","774.4249877929688","768.2083129882812","768.2083129882812","768.2083129882812","176.65625","176.65625","176.65625"
"118","688.1145629882812","688.1145629882812","688.1145629882812","725.6875","725.6875","725.6875","821.3125","821.3125","821.3125","179.8125","179.8125","179.8125"
"119","503.5729064941406","503.5729064941406","503.5729064941406","419.32501220703125","419.32501220703125","419.32501220703125","1122.0625","1122.0625","1122.0625","198.4204559326172","198.4204559326172","198.4204559326172"
"120","469.0694580078125","469.0694580078125","469.0694580078125","922.2708129882812","922.2708129882812","922.2708129882812","581.5729370117188","581.5729370117188","581.5729370117188","185.4375","185.4375","185.4375"
"121","476.9166564941406","476.9166564941406","476.9166564941406","586.3020629882812","586.3020629882812","586.3020629882812","970.5","970.5","970.5","176.0833282470703","176.0833282470703","176.0833282470703"
"122","492.3863525390625","492.3863525390625","492.3863525390625","559.1339111328125","559.1339111328125","559.1339111328125","1076.732177734375","1076.732177734375","1076.732177734375","177.17857360839844","177.17857360839844","177.17857360839844"
"123","500.7734375","500.7734375","500.7734375","401.375","401.375","401.375","1035.4375","1035.4375","1035.4375","223.75","223.75","223.75"
"124","479.6875","479.6875","479.6875","734.9285888671875","734.9285888671875","734.9285888671875","792.6979370117188","792.6979370117188","792.6979370117188","169.8125","169.8125","169.8125"
"125","624.5833129882812","624.5833129882812","624.5833129882812","927.0703125","927.0703125","927.0703125","1258.1875","1258.1875","1258.1875","165.875","165.875","165.875"
"126","407.8500061035156","407.8500061035156","407.8500061035156","587.3020629882812","587.3020629882812","587.3020629882812","1182.5625","1182.5625","1182.5625","136.3249969482422","136.3249969482422","136.3249969482422"
"127","507.0687561035156","507.0687561035156","507.0687561035156","588.3125","588.3125","588.3125","861.390625","861.390625","861.390625","198.32142639160156","198.32142639160156","198.32142639160156"
"128","356.0874938964844","356.0874938964844","356.0874938964844","586.5","586.5","586.5","1163.96875","1163.96875","1163.96875","196.5","196.5","196.5"
"129","540.3187255859375","540.3187255859375","540.3187255859375","699.4821166992188","699.4821166992188","699.4821166992188","1489.6187744140625","1489.6187744140625","1489.6187744140625","246.7916717529297","246.7916717529297","246.7916717529297"
"130","788.3203125","788.3203125","788.3203125","568.8250122070312","568.8250122070312","568.8250122070312","1104.8958740234375","1104.8958740234375","1104.8958740234375","173.10714721679688","173.10714721679688","173.10714721679688"
"131","614.0416870117188","614.0416870117188","614.0416870117188","801.0104370117188","801.0104370117188","801.0104370117188","1328.580322265625","1328.580322265625","1328.580322265625","179.4499969482422","179.4499969482422","179.4499969482422"
"132","494.1484375","494.1484375","494.1484375","655.59375","655.59375","655.59375","978.8303833007812","978.8303833007812","978.8303833007812","142.85000610351562","142.85000610351562","142.85000610351562"
"133","597.75","597.75","597.75","757.78125","757.78125","757.78125","1573.3812255859375","1573.3812255859375","1573.3812255859375","158.76388549804688","158.76388549804688","158.76388549804688"
"134","613.7946166992188","613.7946166992188","613.7946166992188","842.5374755859375","842.5374755859375","842.5374755859375","1561.625","1561.625","1561.625","195","195","195"
"135","405.5234375","405.5234375","405.5234375","910.25","910.25","910.25","1567.0833740234375","1567.0833740234375","1567.0833740234375","155.375","155.375","155.375"
"136","705.890625","705.890625","705.890625","705.9765625","705.9765625","705.9765625","1074.1160888671875","1074.1160888671875","1074.1160888671875","156.609375","156.609375","156.609375"
"137","481.0486145019531","481.0486145019531","481.0486145019531","534.4000244140625","534.4000244140625","534.4000244140625","747.8499755859375","747.8499755859375","747.8499755859375","134.625","134.625","134.625"
"138","317.875","317.875","317.875","361.5208435058594","361.5208435058594","361.5208435058594","1245.125","1245.125","1245.125","162.6458282470703","162.6458282470703","162.6458282470703"
"139","398.55682373046875","398.55682373046875","398.55682373046875","489.86248779296875","489.86248779296875","489.86248779296875","1844.609375","1844.609375","1844.609375","133.40625","133.40625","133.40625"
"140","622.2083129882812","622.2083129882812","622.2083129882812","772.2857055664062","772.2857055664062","772.2857055664062","1779.15625","1779.15625","1779.15625","147.90625","147.90625","147.90625"
"141","570.1634521484375","570.1634521484375","570.1634521484375","868.7874755859375","868.7874755859375","868.7874755859375","1022.6428833007812","1022.6428833007812","1022.6428833007812","149.75","149.75","149.75"
"142","597.8839111328125","597.8839111328125","597.8839111328125","1116.6146240234375","1116.6146240234375","1116.6146240234375","974.21875","974.21875","974.21875","138.25","138.25","138.25"
"143","357.75","357.75","357.75","590.7421875","590.7421875","590.7421875","1156.28125","1156.28125","1156.28125","138.97500610351562","138.97500610351562","138.97500610351562"
"144","443.96429443359375","443.96429443359375","443.96429443359375","601.6875","601.6875","601.6875","944.8402709960938","944.8402709960938","944.8402709960938","187.125","187.125","187.125"
"145","630.7109375","630.7109375","630.7109375","698.8295288085938","698.8295288085938","698.8295288085938","1691.90625","1691.90625","1691.90625","152.625","152.625","152.625"
"146","400.9375","400.9375","400.9375","642.7890625","642.7890625","642.7890625","1756.984375","1756.984375","1756.984375","140.60000610351562","140.60000610351562","140.60000610351562"
"147","343.16070556640625","343.16070556640625","343.16070556640625","519.8482055664062","519.8482055664062","519.8482055664062","1085.392822265625","1085.392822265625","1085.392822265625","142.90625","142.90625","142.90625"
"148","480.3500061035156","480.3500061035156","480.3500061035156","770.71875","770.71875","770.71875","1261.4375","1261.4375","1261.4375","140.4375","140.4375","140.4375"
"149","547.3303833007812","547.3303833007812","547.3303833007812","1008.46875","1008.46875","1008.46875","842.4270629882812","842.4270629882812","842.4270629882812","137.375","137.375","137.375"
"150","658.1875","658.1875","658.1875","749.2265625","749.2265625","749.2265625","990.5520629882812","990.5520629882812","990.5520629882812","119.0250015258789","119.0250015258789","119.0250015258789"
"151","1031.425048828125","1031.425048828125","1031.425048828125","1243.78125","1243.78125","1243.78125","1042.421875","1042.421875","1042.421875","146.8125","146.8125","146.8125"
"152","651.15625","651.15625","651.15625","968.9464111328125","968.9464111328125","968.9464111328125","1682.8853759765625","1682.8853759765625","1682.8853759765625","128.1666717529297","128.1666717529297","128.1666717529297"
"153","396.2053527832031","396.2053527832031","396.2053527832031","529.40625","529.40625","529.40625","1464.199951171875","1464.199951171875","1464.199951171875","151.75","151.75","151.75"
"154","705.53125","705.53125","705.53125","676","676","676","1523.637451171875","1523.637451171875","1523.637451171875","130.21249389648438","130.21249389648438","130.21249389648438"
"155","579.1640625","579.1640625","579.1640625","834.3194580078125","834.3194580078125","834.3194580078125","1424.737548828125","1424.737548828125","1424.737548828125","124.42500305175781","124.42500305175781","124.42500305175781"
"156","483.8035583496094","483.8035583496094","483.8035583496094","525.875","525.875","525.875","1187.5103759765625","1187.5103759765625","1187.5103759765625","159.5","159.5","159.5"
"157","527.7265625","527.7265625","527.7265625","635.0833129882812","635.0833129882812","635.0833129882812","1812.955322265625","1812.955322265625","1812.955322265625","109.0625","109.0625","109.0625"
"158","478.5833435058594","478.5833435058594","478.5833435058594","715.7374877929688","715.7374877929688","715.7374877929688","1378.1796875","1378.1796875","1378.1796875","129.5892791748047","129.5892791748047","129.5892791748047"
"159","426.6111145019531","426.6111145019531","426.6111145019531","895.227294921875","895.227294921875","895.227294921875","1220.03125","1220.03125","1220.03125","131.5833282470703","131.5833282470703","131.5833282470703"
"160","525.2841186523438","525.2841186523438","525.2841186523438","739.21875","739.21875","739.21875","1525.828125","1525.828125","1525.828125","134.625","134.625","134.625"
"161","623.84375","623.84375","623.84375","784.0078125","784.0078125","784.0078125","994.4375","994.4375","994.4375","159.375","159.375","159.375"
"162","399.21875","399.21875","399.21875","673.5625","673.5625","673.5625","1136.169677734375","1136.169677734375","1136.169677734375","99.125","99.125","99.125"
"163","455.40625","455.40625","455.40625","540.0625","540.0625","540.0625","825.6171875","825.6171875","825.6171875","102.04166412353516","102.04166412353516","102.04166412353516"
