"Step","Name: On-policy-GRPO - rollout/avg_response_length","Name: On-policy-GRPO - rollout/avg_response_length__MIN","Name: On-policy-GRPO - rollout/avg_response_length__MAX","Name: On-policy-REINFORCE+Baseline - rollout/avg_response_length","Name: On-policy-REINFORCE+Baseline - rollout/avg_response_length__MIN","Name: On-policy-REINFORCE+Baseline - rollout/avg_response_length__MAX","Name: On-policy-POS+NEG - rollout/avg_response_length","Name: On-policy-POS+NEG - rollout/avg_response_length__MIN","Name: On-policy-POS+NEG - rollout/avg_response_length__MAX","Name: On-policy-SFT - rollout/avg_response_length","Name: On-policy-SFT - rollout/avg_response_length__MIN","Name: On-policy-SFT - rollout/avg_response_length__MAX"
"274","702.6339111328125","702.6339111328125","702.6339111328125","913.3125","913.3125","913.3125","1669.5234375","1669.5234375","1669.5234375","75.3125","75.3125","75.3125"
"275","605.8660888671875","605.8660888671875","605.8660888671875","575.451416015625","575.451416015625","575.451416015625","879.3680419921875","879.3680419921875","879.3680419921875","70.96875","70.96875","70.96875"
"276","688.625","688.625","688.625","826.6136474609375","826.6136474609375","826.6136474609375","1205.9285888671875","1205.9285888671875","1205.9285888671875","50.6875","50.6875","50.6875"
"277","504.4166564941406","504.4166564941406","504.4166564941406","706.3472290039062","706.3472290039062","706.3472290039062","1711.09716796875","1711.09716796875","1711.09716796875","63.625","63.625","63.625"
"278","743.2678833007812","743.2678833007812","743.2678833007812","686.375","686.375","686.375","1672.4937744140625","1672.4937744140625","1672.4937744140625","62.75","62.75","62.75"
"279","702.625","702.625","702.625","892.5729370117188","892.5729370117188","892.5729370117188","1441.7750244140625","1441.7750244140625","1441.7750244140625","95.5625","95.5625","95.5625"
"280","714.1145629882812","714.1145629882812","714.1145629882812","770.9479370117188","770.9479370117188","770.9479370117188","1158.3671875","1158.3671875","1158.3671875","74.47916412353516","74.47916412353516","74.47916412353516"
"281","626.4722290039062","626.4722290039062","626.4722290039062","651.375","651.375","651.375","984.765625","984.765625","984.765625","66.45833587646484","66.45833587646484","66.45833587646484"
"282","532.9453125","532.9453125","532.9453125","684.0714111328125","684.0714111328125","684.0714111328125","1343.5208740234375","1343.5208740234375","1343.5208740234375","64.44444274902344","64.44444274902344","64.44444274902344"
"283","628.828125","628.828125","628.828125","728.25","728.25","728.25","1405.0267333984375","1405.0267333984375","1405.0267333984375","53.92856979370117","53.92856979370117","53.92856979370117"
"284","577.7625122070312","577.7625122070312","577.7625122070312","712.1796875","712.1796875","712.1796875","1679.25","1679.25","1679.25","64.79166412353516","64.79166412353516","64.79166412353516"
"285","576.2374877929688","576.2374877929688","576.2374877929688","679.875","679.875","679.875","1044.642822265625","1044.642822265625","1044.642822265625","68.45833587646484","68.45833587646484","68.45833587646484"
"286","887.4196166992188","887.4196166992188","887.4196166992188","729.0357055664062","729.0357055664062","729.0357055664062","1593.2557373046875","1593.2557373046875","1593.2557373046875","68.375","68.375","68.375"
"287","570.3499755859375","570.3499755859375","570.3499755859375","676.421875","676.421875","676.421875","1595.5703125","1595.5703125","1595.5703125","55.5625","55.5625","55.5625"
"288","456.2053527832031","456.2053527832031","456.2053527832031","1069.3125","1069.3125","1069.3125","1261.53125","1261.53125","1261.53125","68.1875","68.1875","68.1875"
"289","587.796875","587.796875","587.796875","666.4553833007812","666.4553833007812","666.4553833007812","1438.625","1438.625","1438.625","62","62","62"
"290","594.736083984375","594.736083984375","594.736083984375","718.4553833007812","718.4553833007812","718.4553833007812","802.4937744140625","802.4937744140625","802.4937744140625","43.25","43.25","43.25"
"291","776.6041870117188","776.6041870117188","776.6041870117188","1046.125","1046.125","1046.125","1020.5714111328125","1020.5714111328125","1020.5714111328125","48.125","48.125","48.125"
"292","557.4765625","557.4765625","557.4765625","648.8035888671875","648.8035888671875","648.8035888671875","952.2687377929688","952.2687377929688","952.2687377929688","49.125","49.125","49.125"
"293","785.4749755859375","785.4749755859375","785.4749755859375","494.9166564941406","494.9166564941406","494.9166564941406","1146.267822265625","1146.267822265625","1146.267822265625","69","69","69"
"294","642.673583984375","642.673583984375","642.673583984375","560.5803833007812","560.5803833007812","560.5803833007812","908.8203125","908.8203125","908.8203125","84.20833587646484","84.20833587646484","84.20833587646484"
"295","880.3375244140625","880.3375244140625","880.3375244140625","758.5","758.5","758.5","728.6517944335938","728.6517944335938","728.6517944335938","57.099998474121094","57.099998474121094","57.099998474121094"
"296","362.7916564941406","362.7916564941406","362.7916564941406","346.1625061035156","346.1625061035156","346.1625061035156","1303.734375","1303.734375","1303.734375","54.203125","54.203125","54.203125"
"297","972.6785888671875","972.6785888671875","972.6785888671875","651.625","651.625","651.625","891.9921875","891.9921875","891.9921875","95.42500305175781","95.42500305175781","95.42500305175781"
"298","541.9453125","541.9453125","541.9453125","806.4375","806.4375","806.4375","610.5390625","610.5390625","610.5390625","41.625","41.625","41.625"
"299","1269.84375","1269.84375","1269.84375","736.5374755859375","736.5374755859375","736.5374755859375","465.2083435058594","465.2083435058594","465.2083435058594","68.83333587646484","68.83333587646484","68.83333587646484"
"300","733.6517944335938","733.6517944335938","733.6517944335938","952.3333129882812","952.3333129882812","952.3333129882812","592.4107055664062","592.4107055664062","592.4107055664062","36.125","36.125","36.125"
"301","662.0234375","662.0234375","662.0234375","733.3125","733.3125","733.3125","797.125","797.125","797.125","47.974998474121094","47.974998474121094","47.974998474121094"
"302","993.2678833007812","993.2678833007812","993.2678833007812","589.1624755859375","589.1624755859375","589.1624755859375","837.8203125","837.8203125","837.8203125","59.5","59.5","59.5"
"303","687.4874877929688","687.4874877929688","687.4874877929688","625","625","625","590.9375","590.9375","590.9375","33.275001525878906","33.275001525878906","33.275001525878906"
"304","818.9166870117188","818.9166870117188","818.9166870117188","593.2750244140625","593.2750244140625","593.2750244140625","626.9642944335938","626.9642944335938","626.9642944335938","50.875","50.875","50.875"
"305","847.5","847.5","847.5","1173.25","1173.25","1173.25","454.40179443359375","454.40179443359375","454.40179443359375","65.20833587646484","65.20833587646484","65.20833587646484"
"306","588.546875","588.546875","588.546875","492.6041564941406","492.6041564941406","492.6041564941406","430.3125","430.3125","430.3125","56.974998474121094","56.974998474121094","56.974998474121094"
"307","576.1875","576.1875","576.1875","566.3482055664062","566.3482055664062","566.3482055664062","693.3482055664062","693.3482055664062","693.3482055664062","50.5","50.5","50.5"
"308","585.1517944335938","585.1517944335938","585.1517944335938","598.3125","598.3125","598.3125","584.59375","584.59375","584.59375","71.54166412353516","71.54166412353516","71.54166412353516"
"309","1079.5250244140625","1079.5250244140625","1079.5250244140625","467.1875","467.1875","467.1875","688.3062744140625","688.3062744140625","688.3062744140625","35.025001525878906","35.025001525878906","35.025001525878906"
"310","1043.737548828125","1043.737548828125","1043.737548828125","540.7321166992188","540.7321166992188","540.7321166992188","746.0833129882812","746.0833129882812","746.0833129882812","37.375","37.375","37.375"
"311","906.0056762695312","906.0056762695312","906.0056762695312","671.25","671.25","671.25","634.1640625","634.1640625","634.1640625","55.70000076293945","55.70000076293945","55.70000076293945"
"312","812.4821166992188","812.4821166992188","812.4821166992188","514.7291870117188","514.7291870117188","514.7291870117188","837.9722290039062","837.9722290039062","837.9722290039062","48.32500076293945","48.32500076293945","48.32500076293945"
"313","630.9305419921875","630.9305419921875","630.9305419921875","541.53125","541.53125","541.53125","574.4765625","574.4765625","574.4765625","42.650001525878906","42.650001525878906","42.650001525878906"
"314","780.7916870117188","780.7916870117188","780.7916870117188","458.28125","458.28125","458.28125","596.5750122070312","596.5750122070312","596.5750122070312","54.375","54.375","54.375"
"315","771.1875","771.1875","771.1875","593.484375","593.484375","593.484375","1093.074951171875","1093.074951171875","1093.074951171875","92.29166412353516","92.29166412353516","92.29166412353516"
"316","688.5056762695312","688.5056762695312","688.5056762695312","529.75","529.75","529.75","578.4270629882812","578.4270629882812","578.4270629882812","61.900001525878906","61.900001525878906","61.900001525878906"
"317","717.6666870117188","717.6666870117188","717.6666870117188","731.859375","731.859375","731.859375","508.7291564941406","508.7291564941406","508.7291564941406","45.75","45.75","45.75"
"318","564.2374877929688","564.2374877929688","564.2374877929688","608.484375","608.484375","608.484375","720.4375","720.4375","720.4375","42.875","42.875","42.875"
"319","785.522705078125","785.522705078125","785.522705078125","674.3250122070312","674.3250122070312","674.3250122070312","519.8579711914062","519.8579711914062","519.8579711914062","93.45833587646484","93.45833587646484","93.45833587646484"
"320","783.7604370117188","783.7604370117188","783.7604370117188","474.2916564941406","474.2916564941406","474.2916564941406","1119.984375","1119.984375","1119.984375","71.1875","71.1875","71.1875"
"321","588.34375","588.34375","588.34375","464.7250061035156","464.7250061035156","464.7250061035156","569.1875","569.1875","569.1875","109.125","109.125","109.125"
"322","668.2767944335938","668.2767944335938","668.2767944335938","475.92498779296875","475.92498779296875","475.92498779296875","597.1971435546875","597.1971435546875","597.1971435546875","60.96875","60.96875","60.96875"
"323","630.2000122070312","630.2000122070312","630.2000122070312","411.375","411.375","411.375","678.046875","678.046875","678.046875","41.28571319580078","41.28571319580078","41.28571319580078"
"324","566.703125","566.703125","566.703125","649.421875","649.421875","649.421875","678.5714111328125","678.5714111328125","678.5714111328125","42.1875","42.1875","42.1875"
"325","499.7045593261719","499.7045593261719","499.7045593261719","466.1160583496094","466.1160583496094","466.1160583496094","877.5390625","877.5390625","877.5390625","57.4375","57.4375","57.4375"
"326","1287.21875","1287.21875","1287.21875","1151.5625","1151.5625","1151.5625","903.09375","903.09375","903.09375","118.6875","118.6875","118.6875"
"327","710.8333129882812","710.8333129882812","710.8333129882812","538.7734375","538.7734375","538.7734375","933.3035888671875","933.3035888671875","933.3035888671875","75.57499694824219","75.57499694824219","75.57499694824219"
"328","672.28125","672.28125","672.28125","554.578125","554.578125","554.578125","589.4874877929688","589.4874877929688","589.4874877929688","55.5625","55.5625","55.5625"
"329","523.1964111328125","523.1964111328125","523.1964111328125","610.5625","610.5625","610.5625","778.3125","778.3125","778.3125","55.77083206176758","55.77083206176758","55.77083206176758"
"330","556.5520629882812","556.5520629882812","556.5520629882812","633.0446166992188","633.0446166992188","633.0446166992188","693.4000244140625","693.4000244140625","693.4000244140625","37.125","37.125","37.125"
"331","697.375","697.375","697.375","658.71875","658.71875","658.71875","728.397705078125","728.397705078125","728.397705078125","51.75","51.75","51.75"
"332","628.3671875","628.3671875","628.3671875","512.7410888671875","512.7410888671875","512.7410888671875","569.890625","569.890625","569.890625","80.2249984741211","80.2249984741211","80.2249984741211"
"333","530.8359375","530.8359375","530.8359375","471.04998779296875","471.04998779296875","471.04998779296875","888.7410888671875","888.7410888671875","888.7410888671875","56.08333206176758","56.08333206176758","56.08333206176758"
"334","610.7708129882812","610.7708129882812","610.7708129882812","539.4166870117188","539.4166870117188","539.4166870117188","439.46875","439.46875","439.46875","63.75","63.75","63.75"
"335","605.8515625","605.8515625","605.8515625","520.3125","520.3125","520.3125","1157.3359375","1157.3359375","1157.3359375","72.71875","72.71875","72.71875"
"336","836.8229370117188","836.8229370117188","836.8229370117188","471.328125","471.328125","471.328125","646.7083129882812","646.7083129882812","646.7083129882812","41.75","41.75","41.75"
"337","639.75","639.75","639.75","644.6375122070312","644.6375122070312","644.6375122070312","562.4874877929688","562.4874877929688","562.4874877929688","41.66666793823242","41.66666793823242","41.66666793823242"
"338","683.897705078125","683.897705078125","683.897705078125","563.0341186523438","563.0341186523438","563.0341186523438","563.3046875","563.3046875","563.3046875","69.90625","69.90625","69.90625"
"339","591.96875","591.96875","591.96875","558.2916870117188","558.2916870117188","558.2916870117188","906.9765625","906.9765625","906.9765625","68.375","68.375","68.375"
"340","544.2874755859375","544.2874755859375","544.2874755859375","438.88751220703125","438.88751220703125","438.88751220703125","573.6944580078125","573.6944580078125","573.6944580078125","51.75","51.75","51.75"
"341","714.125","714.125","714.125","724.5","724.5","724.5","606.2045288085938","606.2045288085938","606.2045288085938","52.75","52.75","52.75"
"342","583.53125","583.53125","583.53125","579.8571166992188","579.8571166992188","579.8571166992188","1010.28125","1010.28125","1010.28125","47.375","47.375","47.375"
"343","426.45001220703125","426.45001220703125","426.45001220703125","581.78125","581.78125","581.78125","450.3812561035156","450.3812561035156","450.3812561035156","50.46875","50.46875","50.46875"
"344","536.375","536.375","536.375","488.1428527832031","488.1428527832031","488.1428527832031","805.9479370117188","805.9479370117188","805.9479370117188","123.375","123.375","123.375"
"345","499.67498779296875","499.67498779296875","499.67498779296875","681.25","681.25","681.25","673.2265625","673.2265625","673.2265625","47.375","47.375","47.375"
"346","610.1500244140625","610.1500244140625","610.1500244140625","760.4375","760.4375","760.4375","752.9553833007812","752.9553833007812","752.9553833007812","33.375","33.375","33.375"
"347","790.0520629882812","790.0520629882812","790.0520629882812","630.2053833007812","630.2053833007812","630.2053833007812","912.4553833007812","912.4553833007812","912.4553833007812","96.25","96.25","96.25"
"348","1076.0875244140625","1076.0875244140625","1076.0875244140625","654.6500244140625","654.6500244140625","654.6500244140625","773.2670288085938","773.2670288085938","773.2670288085938","78.03125","78.03125","78.03125"
"349","557.4017944335938","557.4017944335938","557.4017944335938","550.625","550.625","550.625","796.6749877929688","796.6749877929688","796.6749877929688","96.17857360839844","96.17857360839844","96.17857360839844"
"350","522.8671875","522.8671875","522.8671875","499.46875","499.46875","499.46875","521.125","521.125","521.125","44.375","44.375","44.375"
"351","783.6770629882812","783.6770629882812","783.6770629882812","520.46875","520.46875","520.46875","722.6875","722.6875","722.6875","71.56944274902344","71.56944274902344","71.56944274902344"
"352","376.07501220703125","376.07501220703125","376.07501220703125","527.109375","527.109375","527.109375","715.2578125","715.2578125","715.2578125","41.125","41.125","41.125"
"353","776.375","776.375","776.375","588.5875244140625","588.5875244140625","588.5875244140625","477.3571472167969","477.3571472167969","477.3571472167969","55.125","55.125","55.125"
"354","643.84375","643.84375","643.84375","544.0694580078125","544.0694580078125","544.0694580078125","821.4375","821.4375","821.4375","57.375","57.375","57.375"
"355","750.0833129882812","750.0833129882812","750.0833129882812","567.8020629882812","567.8020629882812","567.8020629882812","726.9921875","726.9921875","726.9921875","47.224998474121094","47.224998474121094","47.224998474121094"
"356","680.1458129882812","680.1458129882812","680.1458129882812","532.5833129882812","532.5833129882812","532.5833129882812","521.7410888671875","521.7410888671875","521.7410888671875","41.875","41.875","41.875"
"357","535.2678833007812","535.2678833007812","535.2678833007812","728.625","728.625","728.625","778.1500244140625","778.1500244140625","778.1500244140625","110.625","110.625","110.625"
"358","657.3125","657.3125","657.3125","632.7374877929688","632.7374877929688","632.7374877929688","953.0125122070312","953.0125122070312","953.0125122070312","52.75","52.75","52.75"
"359","669.5089111328125","669.5089111328125","669.5089111328125","480.3958435058594","480.3958435058594","480.3958435058594","1012.2625122070312","1012.2625122070312","1012.2625122070312","40.125","40.125","40.125"
"360","886.9000244140625","886.9000244140625","886.9000244140625","800.0625","800.0625","800.0625","512.78125","512.78125","512.78125","54.6875","54.6875","54.6875"
"361","699.1339111328125","699.1339111328125","699.1339111328125","549.0892944335938","549.0892944335938","549.0892944335938","415.4583435058594","415.4583435058594","415.4583435058594","76.16666412353516","76.16666412353516","76.16666412353516"
"362","715.7678833007812","715.7678833007812","715.7678833007812","636.3854370117188","636.3854370117188","636.3854370117188","591.9375","591.9375","591.9375","84.08333587646484","84.08333587646484","84.08333587646484"
"363","821.890625","821.890625","821.890625","713.546875","713.546875","713.546875","568.5","568.5","568.5","41.0625","41.0625","41.0625"
"364","745.53125","745.53125","745.53125","930.8375244140625","930.8375244140625","930.8375244140625","1057.640625","1057.640625","1057.640625","59.79166793823242","59.79166793823242","59.79166793823242"
"365","544.4821166992188","544.4821166992188","544.4821166992188","711.875","711.875","711.875","763.1624755859375","763.1624755859375","763.1624755859375","65.875","65.875","65.875"
"366","728.0374755859375","728.0374755859375","728.0374755859375","827.1428833007812","827.1428833007812","827.1428833007812","467.01251220703125","467.01251220703125","467.01251220703125","51.5625","51.5625","51.5625"
"367","848.7374877929688","848.7374877929688","848.7374877929688","1004.546875","1004.546875","1004.546875","545.5283813476562","545.5283813476562","545.5283813476562","63.15625","63.15625","63.15625"
"368","687.5208129882812","687.5208129882812","687.5208129882812","563.765625","563.765625","563.765625","917.5234375","917.5234375","917.5234375","49.375","49.375","49.375"
"369","709.0546875","709.0546875","709.0546875","594.6640625","594.6640625","594.6640625","445.8541564941406","445.8541564941406","445.8541564941406","57.25","57.25","57.25"
"370","436.546875","436.546875","436.546875","676.625","676.625","676.625","994.7265625","994.7265625","994.7265625","41.6875","41.6875","41.6875"
"371","686.9270629882812","686.9270629882812","686.9270629882812","677.4027709960938","677.4027709960938","677.4027709960938","539.2053833007812","539.2053833007812","539.2053833007812","67.14583587646484","67.14583587646484","67.14583587646484"
"372","492.109375","492.109375","492.109375","631.3828125","631.3828125","631.3828125","1121.140625","1121.140625","1121.140625","44.95833206176758","44.95833206176758","44.95833206176758"
"373","436.234375","436.234375","436.234375","638.2999877929688","638.2999877929688","638.2999877929688","573.4375","573.4375","573.4375","22.625","22.625","22.625"
"374","555.4479370117188","555.4479370117188","555.4479370117188","468.3125","468.3125","468.3125","874","874","874","97.45833587646484","97.45833587646484","97.45833587646484"
"375","563.8854370117188","563.8854370117188","563.8854370117188","509.3125","509.3125","509.3125","508.09375","508.09375","508.09375","62.83333206176758","62.83333206176758","62.83333206176758"
"376","544.234375","544.234375","544.234375","516.1145629882812","516.1145629882812","516.1145629882812","746.0535888671875","746.0535888671875","746.0535888671875","124.20833587646484","124.20833587646484","124.20833587646484"
"377","518.53125","518.53125","518.53125","679.7083129882812","679.7083129882812","679.7083129882812","337.515625","337.515625","337.515625","55.3125","55.3125","55.3125"
"378","664.3035888671875","664.3035888671875","664.3035888671875","951.7000122070312","951.7000122070312","951.7000122070312","439.88751220703125","439.88751220703125","439.88751220703125","63.45833206176758","63.45833206176758","63.45833206176758"
"379","576.1875","576.1875","576.1875","704.65625","704.65625","704.65625","415.1015625","415.1015625","415.1015625","63.5625","63.5625","63.5625"
"380","473.1458435058594","473.1458435058594","473.1458435058594","486.4375","486.4375","486.4375","616.9930419921875","616.9930419921875","616.9930419921875","71.875","71.875","71.875"
"381","447.2291564941406","447.2291564941406","447.2291564941406","616.3392944335938","616.3392944335938","616.3392944335938","562.4642944335938","562.4642944335938","562.4642944335938","52.25","52.25","52.25"
"382","569.5267944335938","569.5267944335938","569.5267944335938","621.8333129882812","621.8333129882812","621.8333129882812","315.921875","315.921875","315.921875","41.625","41.625","41.625"
"383","577.6875","577.6875","577.6875","871.2750244140625","871.2750244140625","871.2750244140625","482.7946472167969","482.7946472167969","482.7946472167969","60.3125","60.3125","60.3125"
"384","572.7890625","572.7890625","572.7890625","544.798583984375","544.798583984375","544.798583984375","574.375","574.375","574.375","46.79166793823242","46.79166793823242","46.79166793823242"
"385","730.1145629882812","730.1145629882812","730.1145629882812","765.4270629882812","765.4270629882812","765.4270629882812","557.4642944335938","557.4642944335938","557.4642944335938","78.25","78.25","78.25"
"386","1261.65625","1261.65625","1261.65625","598.6666870117188","598.6666870117188","598.6666870117188","484.6785583496094","484.6785583496094","484.6785583496094","71.29166412353516","71.29166412353516","71.29166412353516"
"387","536.921875","536.921875","536.921875","536.2395629882812","536.2395629882812","536.2395629882812","744.1944580078125","744.1944580078125","744.1944580078125","57.650001525878906","57.650001525878906","57.650001525878906"
"388","894.539794921875","894.539794921875","894.539794921875","910.4791870117188","910.4791870117188","910.4791870117188","733.6428833007812","733.6428833007812","733.6428833007812","84.54166412353516","84.54166412353516","84.54166412353516"
"389","569.4749755859375","569.4749755859375","569.4749755859375","420.4553527832031","420.4553527832031","420.4553527832031","813.5625","813.5625","813.5625","50.5","50.5","50.5"
"390","675.4642944335938","675.4642944335938","675.4642944335938","449.82501220703125","449.82501220703125","449.82501220703125","476.7321472167969","476.7321472167969","476.7321472167969","85","85","85"
"391","637.5416870117188","637.5416870117188","637.5416870117188","607.888916015625","607.888916015625","607.888916015625","461.0625","461.0625","461.0625","83.78125","83.78125","83.78125"
"392","664.5833129882812","664.5833129882812","664.5833129882812","571.0520629882812","571.0520629882812","571.0520629882812","333.38751220703125","333.38751220703125","333.38751220703125","58.04166793823242","58.04166793823242","58.04166793823242"
"393","853.9249877929688","853.9249877929688","853.9249877929688","797.9375","797.9375","797.9375","529.9017944335938","529.9017944335938","529.9017944335938","68.1875","68.1875","68.1875"
"394","618.1145629882812","618.1145629882812","618.1145629882812","755.9874877929688","755.9874877929688","755.9874877929688","821.0416870117188","821.0416870117188","821.0416870117188","42.4375","42.4375","42.4375"
"395","594.046875","594.046875","594.046875","642.9375","642.9375","642.9375","344.5375061035156","344.5375061035156","344.5375061035156","60.6875","60.6875","60.6875"
"396","706.875","706.875","706.875","489.9583435058594","489.9583435058594","489.9583435058594","389.65625","389.65625","389.65625","64.625","64.625","64.625"
"397","540.4821166992188","540.4821166992188","540.4821166992188","512.5625","512.5625","512.5625","837.8125","837.8125","837.8125","64.6875","64.6875","64.6875"
"398","651.0803833007812","651.0803833007812","651.0803833007812","505.0446472167969","505.0446472167969","505.0446472167969","403.75","403.75","403.75","57.83928680419922","57.83928680419922","57.83928680419922"
"399","547.9124755859375","547.9124755859375","547.9124755859375","680.4375","680.4375","680.4375","453.1979064941406","453.1979064941406","453.1979064941406","54.875","54.875","54.875"
"400","843.9910888671875","843.9910888671875","843.9910888671875","694.3125","694.3125","694.3125","713.0803833007812","713.0803833007812","713.0803833007812","60.625","60.625","60.625"
"401","987.6375122070312","987.6375122070312","987.6375122070312","502.71875","502.71875","502.71875","410.94642639160156","398.6428527832031","423.25","117.6875","117.6875","117.6875"
"402","574.828125","574.828125","574.828125","411.375","411.375","411.375","489.76283264160156","478.8828125","500.6428527832031","52.83928680419922","52.83928680419922","52.83928680419922"
"403","869.8312377929688","869.8312377929688","869.8312377929688","531.6796875","531.6796875","531.6796875","567.7223358154297","491.2321472167969","644.2125244140625","49.796875","49.796875","49.796875"
"404","617.5208129882812","617.5208129882812","617.5208129882812","356.65625","356.65625","356.65625","310.1979217529297","291.1458435058594","329.25","49.08333206176758","49.08333206176758","49.08333206176758"
"405","466.95001220703125","466.95001220703125","466.95001220703125","492","492","492","540.3638305664062","533.5714111328125","547.15625","72.70833587646484","72.70833587646484","72.70833587646484"
"406","757.5520629882812","757.5520629882812","757.5520629882812","451.3819580078125","451.3819580078125","451.3819580078125","537.0729064941406","477.4375","596.7083129882812","43.125","43.125","43.125"
"407","752.4464111328125","752.4464111328125","752.4464111328125","703.15625","703.15625","703.15625","583.015625","571.3125","594.71875","48.224998474121094","48.224998474121094","48.224998474121094"
"408","906.8020629882812","906.8020629882812","906.8020629882812","534.0750122070312","534.0750122070312","534.0750122070312","938.9259033203125","889.5750122070312","988.2767944335938","46.875","46.875","46.875"
"409","514.21875","514.21875","514.21875","468.0416564941406","468.0416564941406","468.0416564941406","584.9635314941406","550.8333129882812","619.09375","55.08333206176758","55.08333206176758","55.08333206176758"
"410","571.40625","571.40625","571.40625","598.6875","598.6875","598.6875","343.31695556640625","324.3303527832031","362.3035583496094","63.79166793823242","63.79166793823242","63.79166793823242"
"411","582.8624877929688","582.8624877929688","582.8624877929688","529.5416870117188","529.5416870117188","529.5416870117188","407.4985046386719","374.6428527832031","440.3541564941406","56.4375","56.4375","56.4375"
"412","755.015625","755.015625","755.015625","398.4166564941406","398.4166564941406","398.4166564941406","755.2235107421875","698.7109375","811.736083984375","61.125","61.125","61.125"
"413","602.8214111328125","602.8214111328125","602.8214111328125","428.0208435058594","428.0208435058594","428.0208435058594","414.28125","395.3125","433.25","64.5","64.5","64.5"
"414","628.4749755859375","628.4749755859375","628.4749755859375","453.29998779296875","453.29998779296875","453.29998779296875","347.32334899902344","308.6388854980469","386.0078125","73.625","73.625","73.625"
"415","561.25","561.25","561.25","555.5833129882812","555.5833129882812","555.5833129882812","633.7942810058594","497.234375","770.3541870117188","49.29166793823242","49.29166793823242","49.29166793823242"
"416","587.7874755859375","587.7874755859375","587.7874755859375","382.4375","382.4375","382.4375","297.9296875","288.3125","307.546875","56.6875","56.6875","56.6875"
"417","459.90625","459.90625","459.90625","663.09375","663.09375","663.09375","439.5842590332031","391.6328125","487.53570556640625","62.375","62.375","62.375"
"418","355.375","355.375","355.375","366.5625","366.5625","366.5625","456.99998474121094","386.1499938964844","527.8499755859375","62.75","62.75","62.75"
"419","586.8055419921875","586.8055419921875","586.8055419921875","520.8214111328125","520.8214111328125","520.8214111328125","629.8359375","494.640625","765.03125","73.625","73.625","73.625"
"420","740.2395629882812","740.2395629882812","740.2395629882812","489.625","489.625","489.625","873.5947875976562","866.2625122070312","880.9270629882812","99.6875","99.6875","99.6875"
"421","452.7124938964844","452.7124938964844","452.7124938964844","474.32501220703125","474.32501220703125","474.32501220703125","872.2042541503906","805.2053833007812","939.203125","84.625","84.625","84.625"
"422","519.7232055664062","519.7232055664062","519.7232055664062","374.8958435058594","374.8958435058594","374.8958435058594","505.54296875","487.609375","523.4765625","46.25","46.25","46.25"
"423","803.4270629882812","803.4270629882812","803.4270629882812","624.3571166992188","624.3571166992188","624.3571166992188","301.9015655517578","281.140625","322.6625061035156","77.25","77.25","77.25"
"424","684.2083129882812","684.2083129882812","684.2083129882812","499.6875","499.6875","499.6875","357.4140625","316.390625","398.4375","52.54166793823242","52.54166793823242","52.54166793823242"
"425","465.85626220703125","465.85626220703125","465.85626220703125","557.6015625","557.6015625","557.6015625","584.78515625","545.0703125","624.5","84.375","84.375","84.375"
"426","556.25","556.25","556.25","442.73748779296875","442.73748779296875","442.73748779296875","679.2802124023438","626.5104370117188","732.0499877929688","46.70833206176758","46.70833206176758","46.70833206176758"
"427","534.3541870117188","534.3541870117188","534.3541870117188","532.609375","532.609375","532.609375","528.40625","448.0625","608.75","42.349998474121094","42.349998474121094","42.349998474121094"
"428","454.7916564941406","454.7916564941406","454.7916564941406","382.96429443359375","382.96429443359375","382.96429443359375","898.6111145019531","808.2708129882812","988.951416015625","75.04166412353516","75.04166412353516","75.04166412353516"
"429","621.6527709960938","621.6527709960938","621.6527709960938","447.53570556640625","447.53570556640625","447.53570556640625","604.8482055664062","548.1875","661.5089111328125","78.625","78.625","78.625"
"430","584.3020629882812","584.3020629882812","584.3020629882812","476.8125","476.8125","476.8125","577.0758972167969","369.58929443359375","784.5625","51.5","51.5","51.5"
"431","625.40625","625.40625","625.40625","423.8999938964844","423.8999938964844","423.8999938964844","645.5796813964844","492.609375","798.5499877929688","47.54166793823242","47.54166793823242","47.54166793823242"
"432","539.625","539.625","539.625","469.92498779296875","469.92498779296875","469.92498779296875","567.7321472167969","558.6875","576.7767944335938","70.25","70.25","70.25"
"433","658.7291870117188","658.7291870117188","658.7291870117188","566.3125","566.3125","566.3125","527.64453125","485.75","569.5390625","44","44","44"
"434","568.0104370117188","568.0104370117188","568.0104370117188","462.125","462.125","462.125","979.578125","854.65625","1104.5","56.14583206176758","56.14583206176758","56.14583206176758"
"435","1003.6640625","1003.6640625","1003.6640625","687.2291870117188","687.2291870117188","687.2291870117188","429.5989532470703","414.71875","444.4791564941406","49.775001525878906","49.775001525878906","49.775001525878906"
"436","605.2421875","605.2421875","605.2421875","404.1666564941406","404.1666564941406","404.1666564941406","379.85357666015625","306.4821472167969","453.2250061035156","32.4375","32.4375","32.4375"
"437","488.92498779296875","488.92498779296875","488.92498779296875","420.875","420.875","420.875","424.8033905029297","363.4895935058594","486.1171875","97","97","97"
"438","962.9625244140625","962.9625244140625","962.9625244140625","477.75","477.75","477.75","485.3687438964844","406.29998779296875","564.4375","61.3125","61.3125","61.3125"
"439","451.9375","451.9375","451.9375","431.6625061035156","431.6625061035156","431.6625061035156","495.49603271484375","427.34027099609375","563.6517944335938","49.25","49.25","49.25"
"440","935.5208129882812","935.5208129882812","935.5208129882812","488.1785583496094","488.1785583496094","488.1785583496094","340.9437561035156","275.25","406.63751220703125","69.0625","69.0625","69.0625"
