"Step","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - val-core/math-easy/reward/pass@1","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MIN","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MAX","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - val-core/math-easy/reward/pass@1","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MIN","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MAX","Name: math-onpolicy-PosNeg-Qwen3-1.7B - val-core/math-easy/reward/pass@1","Name: math-onpolicy-PosNeg-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MIN","Name: math-onpolicy-PosNeg-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MAX","Name: math-onpolicy-SFT-Qwen3-1.7B - val-core/math-easy/reward/pass@1","Name: math-onpolicy-SFT-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MIN","Name: math-onpolicy-SFT-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MAX","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - val-core/math-easy/reward/pass@1","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MIN","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MAX","Name: math-onpolicy-GRPO-Qwen3-1.7B - val-core/math-easy/reward/pass@1","Name: math-onpolicy-GRPO-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MIN","Name: math-onpolicy-GRPO-Qwen3-1.7B - val-core/math-easy/reward/pass@1__MAX"
"650","","","","0.39306640625","0.39306640625","0.39306640625","0.8974609375","0.8974609375","0.8974609375","0.763671875","0.763671875","0.763671875","","","","0.92041015625","0.92041015625","0.92041015625"
"660","","","","0.38671875","0.38671875","0.38671875","","","","","","","","","","","",""
"700","","","","","","","0.88818359375","0.88818359375","0.88818359375","0.72705078125","0.72705078125","0.72705078125","","","","0.9228515625","0.9228515625","0.9228515625"
"750","","","","","","","0.86328125","0.86328125","0.86328125","0.130859375","0.130859375","0.130859375","","","","0.921875","0.921875","0.921875"
"800","","","","","","","0.873046875","0.873046875","0.873046875","0.13232421875","0.13232421875","0.13232421875","","","","0.92578125","0.92578125","0.92578125"
"850","","","","","","","0.8701171875","0.8701171875","0.8701171875","0.1376953125","0.1376953125","0.1376953125","","","","0.9130859375","0.9130859375","0.9130859375"
"900","","","","","","","0.8876953125","0.8876953125","0.8876953125","0.140625","0.140625","0.140625","","","","0.91162109375","0.91162109375","0.91162109375"
"950","","","","","","","0.8896484375","0.8896484375","0.8896484375","0.12890625","0.12890625","0.12890625","","","","0.9169921875","0.9169921875","0.9169921875"
"1000","","","","","","","0.89794921875","0.89794921875","0.89794921875","0.12841796875","0.12841796875","0.12841796875","","","","0.921875","0.921875","0.921875"
"1050","","","","","","","0.8976236979166666","0.89306640625","0.904296875","0.1376953125","0.1376953125","0.1376953125","","","","0.923828125","0.923828125","0.923828125"
"1100","","","","","","","0.89599609375","0.89599609375","0.89599609375","0.14013671875","0.14013671875","0.14013671875","","","","0.91455078125","0.91455078125","0.91455078125"
"1150","","","","","","","0.89111328125","0.89111328125","0.89111328125","0.142578125","0.142578125","0.142578125","","","","0.91552734375","0.91552734375","0.91552734375"
"1200","","","","","","","0.90625","0.90625","0.90625","","","","","","","0.9091796875","0.9091796875","0.9091796875"
"1250","","","","","","","0.890625","0.890625","0.890625","","","","","","","0.92919921875","0.92919921875","0.92919921875"
"1300","","","","","","","0.89990234375","0.89990234375","0.89990234375","","","","","","","0.91943359375","0.91943359375","0.91943359375"
"1350","","","","","","","0.8984375","0.8984375","0.8984375","","","","","","","0.9208984375","0.9208984375","0.9208984375"
"1400","","","","","","","0.890625","0.890625","0.890625","","","","","","","0.9208984375","0.9208984375","0.9208984375"
"1450","","","","","","","0.90625","0.90625","0.90625","","","","","","","0.91845703125","0.91845703125","0.91845703125"
"1500","","","","","","","0.8916015625","0.8916015625","0.8916015625","","","","","","","0.9208984375","0.9208984375","0.9208984375"
"1550","","","","","","","0.89453125","0.89453125","0.89453125","","","","","","","0.9169921875","0.9169921875","0.9169921875"
"1600","","","","","","","0.904296875","0.904296875","0.904296875","","","","","","","0.923828125","0.923828125","0.923828125"
"1650","","","","","","","0.90478515625","0.90478515625","0.90478515625","","","","","","","0.92822265625","0.92822265625","0.92822265625"
"1700","","","","","","","0.89794921875","0.89794921875","0.89794921875","","","","","","","0.92236328125","0.92236328125","0.92236328125"
"1750","","","","","","","0.9140625","0.9140625","0.9140625","","","","","","","0.916015625","0.916015625","0.916015625"
"1800","","","","","","","0.91259765625","0.91259765625","0.91259765625","","","","","","","0.9150390625","0.9150390625","0.9150390625"
"1850","","","","","","","","","","","","","","","","0.91650390625","0.91650390625","0.91650390625"
