"Step","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - val-core/math-hard/reward/pass@1","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MIN","Name: math-bootstrap-SFT-easy-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MAX","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - val-core/math-hard/reward/pass@1","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MIN","Name: math-bootstrap-GRPO-easy-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MAX","Name: math-onpolicy-PosNeg-Qwen3-1.7B - val-core/math-hard/reward/pass@1","Name: math-onpolicy-PosNeg-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MIN","Name: math-onpolicy-PosNeg-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MAX","Name: math-onpolicy-SFT-Qwen3-1.7B - val-core/math-hard/reward/pass@1","Name: math-onpolicy-SFT-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MIN","Name: math-onpolicy-SFT-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MAX","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - val-core/math-hard/reward/pass@1","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MIN","Name: math-onpolicy-Reinforce-Baseline-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MAX","Name: math-onpolicy-GRPO-Qwen3-1.7B - val-core/math-hard/reward/pass@1","Name: math-onpolicy-GRPO-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MIN","Name: math-onpolicy-GRPO-Qwen3-1.7B - val-core/math-hard/reward/pass@1__MAX"
"500","","","","0.09295774647887324","0.09295774647887324","0.09295774647887324","0.2949698189134809","0.2949698189134809","0.2949698189134809","0.28088531187122734","0.28088531187122734","0.28088531187122734","0.2663983903420523","0.2663983903420523","0.2663983903420523","0.2635814889336016","0.2635814889336016","0.2635814889336016"
"550","","","","0.09859154929577464","0.09859154929577464","0.09859154929577464","0.32595573440643866","0.32595573440643866","0.32595573440643866","0.27323943661971833","0.27323943661971833","0.27323943661971833","","","","0.2591549295774648","0.2591549295774648","0.2591549295774648"
"600","","","","0.09738430583501007","0.09738430583501007","0.09738430583501007","0.30784708249496984","0.30784708249496984","0.30784708249496984","0.27323943661971833","0.27323943661971833","0.27323943661971833","","","","0.27082494969818915","0.27082494969818915","0.27082494969818915"
"650","","","","0.09617706237424548","0.09617706237424548","0.09617706237424548","0.3203219315895372","0.3203219315895372","0.3203219315895372","0.22977867203219315","0.22977867203219315","0.22977867203219315","","","","0.2635814889336016","0.2635814889336016","0.2635814889336016"
"660","","","","0.08732394366197183","0.08732394366197183","0.08732394366197183","","","","","","","","","","","",""
"700","","","","","","","0.3255533199195171","0.3255533199195171","0.3255533199195171","0.22414486921529175","0.22414486921529175","0.22414486921529175","","","","0.2748490945674044","0.2748490945674044","0.2748490945674044"
"750","","","","","","","0.317907444668008","0.317907444668008","0.317907444668008","0.07122736418511066","0.07122736418511066","0.07122736418511066","","","","0.2941649899396378","0.2941649899396378","0.2941649899396378"
"800","","","","","","","0.31106639839034206","0.31106639839034206","0.31106639839034206","0.07042253521126761","0.07042253521126761","0.07042253521126761","","","","0.3150905432595573","0.3150905432595573","0.3150905432595573"
"850","","","","","","","0.2881287726358149","0.2881287726358149","0.2881287726358149","0.07082494969818913","0.07082494969818913","0.07082494969818913","","","","0.31629778672032194","0.31629778672032194","0.31629778672032194"
"900","","","","","","","0.3150905432595573","0.3150905432595573","0.3150905432595573","0.07967806841046278","0.07967806841046278","0.07967806841046278","","","","0.3295774647887324","0.3295774647887324","0.3295774647887324"
"950","","","","","","","0.3299798792756539","0.3299798792756539","0.3299798792756539","0.08289738430583501","0.08289738430583501","0.08289738430583501","","","","0.3432595573440644","0.3432595573440644","0.3432595573440644"
"1000","","","","","","","0.33078470824949696","0.33078470824949696","0.33078470824949696","0.08490945674044266","0.08490945674044266","0.08490945674044266","","","","0.3327967806841046","0.3327967806841046","0.3327967806841046"
"1050","","","","","","","0.3260898725687458","0.31911468812877264","0.33400402414486924","0.08651911468812877","0.08651911468812877","0.08651911468812877","","","","0.32474849094567404","0.32474849094567404","0.32474849094567404"
"1100","","","","","","","0.31670020120724346","0.31670020120724346","0.31670020120724346","0.08450704225352113","0.08450704225352113","0.08450704225352113","","","","0.33601609657947684","0.33601609657947684","0.33601609657947684"
"1150","","","","","","","0.3271629778672032","0.3271629778672032","0.3271629778672032","0.08329979879275654","0.08329979879275654","0.08329979879275654","","","","0.3468812877263581","0.3468812877263581","0.3468812877263581"
"1200","","","","","","","0.3175050301810865","0.3175050301810865","0.3175050301810865","","","","","","","0.33722334004024146","0.33722334004024146","0.33722334004024146"
"1250","","","","","","","0.31348088531187124","0.31348088531187124","0.31348088531187124","","","","","","","0.3154929577464789","0.3154929577464789","0.3154929577464789"
"1300","","","","","","","0.3142857142857143","0.3142857142857143","0.3142857142857143","","","","","","","0.3448692152917505","0.3448692152917505","0.3448692152917505"
"1350","","","","","","","0.31388329979879276","0.31388329979879276","0.31388329979879276","","","","","","","0.3271629778672032","0.3271629778672032","0.3271629778672032"
"1400","","","","","","","0.32233400402414486","0.32233400402414486","0.32233400402414486","","","","","","","0.3553319919517103","0.3553319919517103","0.3553319919517103"
"1450","","","","","","","0.3295774647887324","0.3295774647887324","0.3295774647887324","","","","","","","0.35694164989939636","0.35694164989939636","0.35694164989939636"
"1500","","","","","","","0.3038229376257545","0.3038229376257545","0.3038229376257545","","","","","","","0.35412474849094566","0.35412474849094566","0.35412474849094566"
"1550","","","","","","","0.31629778672032194","0.31629778672032194","0.31629778672032194","","","","","","","0.3641851106639839","0.3641851106639839","0.3641851106639839"
"1600","","","","","","","0.3231388329979879","0.3231388329979879","0.3231388329979879","","","","","","","0.3488933601609658","0.3488933601609658","0.3488933601609658"
"1650","","","","","","","0.3271629778672032","0.3271629778672032","0.3271629778672032","","","","","","","0.358148893360161","0.358148893360161","0.358148893360161"
"1700","","","","","","","0.3291750503018109","0.3291750503018109","0.3291750503018109","","","","","","","0.36338028169014086","0.36338028169014086","0.36338028169014086"
"1750","","","","","","","0.33319919517102614","0.33319919517102614","0.33319919517102614","","","","","","","0.3392354124748491","0.3392354124748491","0.3392354124748491"
"1800","","","","","","","0.3299798792756539","0.3299798792756539","0.3299798792756539","","","","","","","0.3517102615694165","0.3517102615694165","0.3517102615694165"
"1850","","","","","","","","","","","","","","","","0.34567404426559356","0.34567404426559356","0.34567404426559356"
