step,avg_len,avg_score,n
100,1059.4599609375,0.119140625,2048
200,1386.5966796875,0.119140625,2048
300,1678.31201171875,0.11572265625,2048
400,1407.88232421875,0.1123046875,2048
500,2653.92578125,0.10400390625,2048
600,3442.17138671875,0.08740234375,2048
700,3685.2314453125,0.07080078125,2048
800,3745.75439453125,0.06591796875,2048
900,3898.5078125,0.044921875,2048
1000,3866.32080078125,0.0439453125,2048
1033,3831.33251953125,0.04736328125,2048
