step,avg_len,avg_score,n,pos_len,neg_len
70,2952.46484375,0.80078125,256,2684.990243902439,4027.607843137255
71,3013.26171875,0.80859375,256,2770.31884057971,4039.5714285714284
72,2446.765625,0.80859375,256,2059.917874396135,4081.0
73,2400.53515625,0.890625,256,2201.5219298245615,4021.0714285714284
74,2819.6484375,0.8671875,256,2624.171171171171,4096.0
75,2597.078125,0.8203125,256,2269.747619047619,4091.413043478261
76,2824.03125,0.83984375,256,2602.3627906976744,3986.439024390244
77,2945.8828125,0.80859375,256,2724.8212560386473,3879.7551020408164
78,2911.0078125,0.84375,256,2700.6435185185187,4046.975
79,2958.48046875,0.83203125,256,2742.056338028169,4030.5348837209303
80,2463.58203125,0.9140625,256,2343.777777777778,3737.8636363636365
81,2612.21875,0.80859375,256,2391.816425120773,3543.3061224489797
82,2762.90234375,0.78515625,256,2513.407960199005,3674.690909090909
83,2726.75,0.7890625,256,2440.9158415841584,3795.9814814814813
84,2572.84375,0.8515625,256,2327.706422018349,3979.157894736842
85,2925.77734375,0.8359375,256,2709.766355140187,4026.404761904762
86,2397.71875,0.87890625,256,2256.071111111111,3425.8064516129034
87,2397.3984375,0.9140625,256,2241.9017094017095,4051.318181818182
88,1937.72265625,0.9375,256,1812.8791666666666,3810.375
89,2142.4453125,0.95703125,256,2079.6530612244896,3541.0
90,2753.29296875,0.76953125,256,2372.1472081218276,4025.9322033898306
91,3190.37890625,0.73046875,256,2879.0106951871658,4034.231884057971
92,2699.83984375,0.8828125,256,2522.309734513274,4037.233333333333
93,2319.8125,0.93359375,256,2226.10460251046,3637.235294117647
94,2689.484375,0.859375,256,2482.259090909091,3955.8611111111113
95,3051.7421875,0.8046875,256,2831.029126213592,3961.08
96,2727.66796875,0.8203125,256,2440.804761904762,4037.2608695652175
97,2458.86328125,0.80078125,256,2115.258536585366,3840.0196078431372
98,3051.625,0.875,256,2936.598214285714,3856.8125
99,2347.97265625,0.76953125,256,1827.756345177665,4084.9661016949153
100,2416.21875,0.85546875,256,2152.2237442922374,3978.7837837837837
101,2386.30078125,0.84765625,256,2160.9815668202764,3640.0
102,1983.7265625,0.9609375,256,1905.1056910569105,3917.8
103,2487.421875,0.8203125,256,2139.7571428571428,4074.586956521739
104,2085.91015625,0.90625,256,1877.969827586207,4096.0
105,2689.0859375,0.921875,256,2574.4025423728813,4042.35
106,2530.8515625,0.84375,256,2278.8333333333335,3891.75
107,1997.29296875,0.96875,256,1948.6612903225807,3504.875
108,2605.81640625,0.875,256,2417.808035714286,3921.875
109,2647.8359375,0.8828125,256,2459.402654867257,4067.366666666667
110,2629.765625,0.8671875,256,2428.072072072072,3946.705882352941
111,2615.8203125,0.82421875,256,2309.952606635071,4050.0
112,2444.8671875,0.76953125,256,1957.3959390862944,4072.5254237288136
113,2461.51171875,0.9375,256,2381.5916666666667,3660.3125
114,2181.5,0.91015625,256,2090.922746781116,3099.086956521739
115,2196.44921875,0.8984375,256,1985.3347826086956,4064.0
116,2087.03125,0.9296875,256,1943.4411764705883,3985.6111111111113
117,2043.12890625,0.9609375,256,1963.8373983739837,3993.7
118,1970.46484375,0.97265625,256,1910.710843373494,4096.0
119,2593.5078125,0.8984375,256,2439.495652173913,3955.923076923077
120,2319.9921875,0.8671875,256,2059.572072072072,4020.3823529411766
121,2417.5234375,0.8515625,256,2292.1422018348626,3136.815789473684
122,2165.359375,0.91015625,256,2019.961373390558,3638.304347826087
123,2168.90234375,0.890625,256,1958.688596491228,3880.6428571428573
124,2383.88671875,0.86328125,256,2112.737556561086,4096.0
125,2243.390625,0.85546875,256,2026.890410958904,3524.837837837838
126,2142.953125,0.91015625,256,1950.1630901287554,4096.0
127,2463.37890625,0.86328125,256,2216.823529411765,4020.2
128,2622.28125,0.84765625,256,2378.4331797235022,3979.076923076923
129,2868.9296875,0.875,256,2711.285714285714,3972.4375
130,2189.01953125,0.95703125,256,2117.134693877551,3790.090909090909
131,2543.7421875,0.82421875,256,2265.1990521327016,3849.8
132,1688.9140625,0.98828125,256,1666.4743083003953,3581.3333333333335
133,2459.5703125,0.87109375,256,2217.408071748879,4096.0
134,2130.46484375,0.90625,256,1941.271551724138,3959.3333333333335
135,1806.546875,0.89453125,256,1835.6899563318777,1559.3703703703704
136,1685.5,0.9296875,256,1636.857142857143,2328.6666666666665
137,2532.1640625,0.89453125,256,2383.008733624454,3797.222222222222
138,1833.1953125,0.93359375,256,1711.7238493723848,3540.9411764705883
139,2566.76171875,0.88671875,256,2384.6299559471368,3992.4137931034484
140,2179.1953125,0.859375,256,1988.2181818181818,3346.277777777778
141,2072.921875,0.9296875,256,1967.3655462184875,3468.6111111111113
142,2091.21484375,0.9375,256,1985.8166666666666,3672.1875
143,2136.5078125,0.92578125,256,2011.2742616033756,3698.6315789473683
144,2211.0703125,0.81640625,256,2001.2727272727273,3144.0
145,2155.13671875,0.8984375,256,1985.986956521739,3651.4615384615386
146,2316.41796875,0.8984375,256,2176.9086956521737,3550.5384615384614
147,2331.0859375,0.95703125,256,2268.7061224489794,3720.4545454545455
148,2096.7734375,0.8828125,256,2036.6238938053098,2549.9
149,2133.921875,0.9453125,256,2055.0247933884298,3497.714285714286
150,2056.7578125,0.83203125,256,1730.0328638497654,3675.186046511628
151,2015.75,0.98046875,256,1990.0398406374502,3306.4
152,2102.48828125,0.87109375,256,1939.7713004484306,3202.060606060606
153,1913.7109375,0.9296875,256,1748.6638655462184,4096.0
154,2354.61328125,0.8203125,256,2058.6190476190477,3705.891304347826
155,1981.6953125,0.92578125,256,1824.506329113924,3942.4210526315787
156,1817.88671875,0.9765625,256,1790.248,2969.5
157,2504.515625,0.82421875,256,2309.7061611374406,3417.9555555555557
158,1820.765625,0.90625,256,1764.1422413793102,2368.125
159,2207.80859375,0.86328125,256,1925.9773755656108,3987.3714285714286
160,1945.98046875,0.85546875,256,1745.849315068493,3130.5405405405404
161,2142.75,0.83984375,256,1849.046511627907,3682.9024390243903
162,2299.44140625,0.921875,256,2231.5974576271187,3100.0
163,1888.8515625,0.8515625,256,1586.5550458715597,3623.0789473684213
164,1544.78515625,0.9375,256,1418.0375,3446.0
165,2326.7578125,0.91015625,256,2178.892703862661,3824.695652173913
166,1917.00390625,0.9453125,256,1807.495867768595,3809.9285714285716
167,2297.58984375,0.921875,256,2157.584745762712,3949.65
168,2226.125,0.875,256,2054.25,3429.25
169,2050.29296875,0.93359375,256,1912.8828451882846,3982.1176470588234
170,1789.86328125,0.83984375,256,1603.3348837209303,2768.0
171,2036.37109375,0.91796875,256,1909.0127659574468,3461.5714285714284
172,1669.2109375,0.97265625,256,1647.7269076305222,2433.4285714285716
173,1957.1015625,0.9375,256,1821.6333333333334,3989.125
174,2377.6171875,0.81640625,256,2095.784688995215,3630.872340425532
175,2113.49609375,0.8671875,256,1918.918918918919,3383.970588235294
176,1599.26171875,0.91015625,256,1529.1416309012875,2309.608695652174
177,1872.8125,0.91015625,256,1706.8755364806866,3553.8260869565215
178,2571.76953125,0.83203125,256,2430.0281690140846,3273.8837209302324
179,2200.3359375,0.8828125,256,2016.7079646017698,3583.6666666666665
180,2019.83203125,0.8515625,256,1820.6238532110092,3162.657894736842
181,1965.2109375,0.91796875,256,1774.8,4096.0
182,1857.01171875,0.9375,256,1778.1166666666666,3040.4375
183,1675.5,0.8515625,256,1376.7752293577983,3389.2368421052633
184,2015.47265625,0.8984375,256,1854.3434782608695,3440.846153846154
185,1993.1953125,0.84765625,256,1737.0875576036867,3418.2051282051284
186,1686.5234375,0.93359375,256,1631.4016736401675,2461.470588235294
187,2043.16796875,0.890625,256,1872.6140350877192,3431.964285714286
188,2006.984375,0.81640625,256,1812.047846889952,2873.8297872340427
189,1818.36328125,0.9296875,256,1690.2857142857142,3511.8333333333335
190,1889.7109375,0.8515625,256,1753.697247706422,2670.0
191,1590.41015625,0.92578125,256,1482.2194092827003,2939.9473684210525
192,1491.13671875,0.953125,256,1428.4344262295083,2766.0833333333335
193,2182.03125,0.859375,256,2003.5727272727272,3272.6111111111113
194,1720.140625,0.90625,256,1574.3663793103449,3129.2916666666665
195,1885.15234375,0.875,256,1669.0044642857142,3398.1875
196,2116.28515625,0.8203125,256,1953.5,2859.4347826086955
197,2316.59375,0.81640625,256,2126.3827751196172,3162.425531914894
198,2022.87109375,0.94140625,256,1937.103734439834,3400.866666666667
199,2048.21875,0.92578125,256,1903.5527426160338,3852.7368421052633
200,1595.12890625,0.953125,256,1530.0860655737704,2917.6666666666665
201,2095.05859375,0.88671875,256,1877.784140969163,3795.793103448276
202,1992.60546875,0.84765625,256,1697.115207373272,3636.74358974359
203,1758.2421875,0.890625,256,1629.7368421052631,2804.6428571428573
204,2146.1484375,0.77734375,256,1762.391959798995,3485.9298245614036
205,1870.63671875,0.90625,256,1782.0258620689656,2727.2083333333335
206,2104.44140625,0.87109375,256,1961.8206278026905,3068.212121212121
207,1845.80859375,0.890625,256,1644.6973684210527,3483.4285714285716
208,2293.7109375,0.8203125,256,1984.5809523809523,3704.9565217391305
209,1914.37109375,0.79296875,256,1770.320197044335,2466.1132075471696
210,1966.5625,0.890625,256,1787.188596491228,3427.1785714285716
211,2000.4296875,0.91796875,256,1813.1659574468085,4096.0
212,1723.82421875,0.875,256,1485.1473214285713,3394.5625
213,2106.04296875,0.83984375,256,1981.1441860465115,2761.0
214,1758.3046875,0.921875,256,1661.2966101694915,2903.0
215,1949.98828125,0.87109375,256,1843.5022421524664,2669.5757575757575
216,1928.82421875,0.90625,256,1743.2413793103449,3722.7916666666665
217,1803.30078125,0.9375,256,1721.7583333333334,3026.4375
218,1361.15234375,0.984375,256,1326.0079365079366,3575.25
219,1707.69140625,0.921875,256,1568.0042372881355,3356.0
220,1791.70703125,0.9296875,256,1686.4915966386554,3182.8888888888887
221,2486.37109375,0.828125,256,2258.443396226415,3584.568181818182
222,1367.703125,0.953125,256,1335.8360655737704,2015.6666666666667
223,1306.359375,0.99609375,256,1302.9882352941177,2166.0
224,1999.6640625,0.8125,256,1756.2884615384614,3054.2916666666665
225,2119.8828125,0.76171875,256,1931.6102564102564,2721.7377049180327
226,1580.18359375,0.9453125,256,1464.3057851239669,3583.214285714286
227,2000.55078125,0.7734375,256,1672.6313131313132,3120.0
228,1791.5625,0.84375,256,1532.1898148148148,3192.175
229,1987.3203125,0.8828125,256,1870.4026548672566,2868.1
230,1755.97265625,0.90625,256,1603.780172413793,3227.1666666666665
231,1795.0,0.875,256,1498.388392857143,3871.28125
232,2166.95703125,0.86328125,256,1915.3891402714933,3755.4285714285716
233,1721.4609375,0.96875,256,1666.4798387096773,3425.875
234,1781.89453125,0.94140625,256,1674.331950207469,3510.0666666666666
235,1779.3828125,0.9453125,256,1723.801652892562,2740.1428571428573
236,2007.94140625,0.87890625,256,1804.5333333333333,3484.2903225806454
237,2047.71484375,0.921875,256,1919.0889830508474,3565.5
238,2120.51953125,0.8359375,256,1890.2383177570093,3293.8571428571427
239,1476.82421875,0.95703125,256,1456.465306122449,1930.2727272727273
240,2168.640625,0.8828125,256,1983.1017699115043,3566.366666666667
241,2584.9609375,0.8046875,256,2252.131067961165,3956.22
242,1814.97265625,0.88671875,256,1637.9911894273127,3200.310344827586
243,1863.109375,0.8359375,256,1691.9906542056074,2735.0
244,1478.140625,0.9375,256,1453.975,1840.625
245,1406.640625,0.9375,256,1345.8625,2318.3125
246,1743.31640625,0.8125,256,1518.2740384615386,2718.5
247,1387.5390625,0.97265625,256,1352.4899598393574,2634.285714285714
248,1789.60546875,0.87109375,256,1675.6636771300448,2559.5757575757575
249,1679.23828125,0.89453125,256,1550.2532751091703,2773.222222222222
250,1402.97265625,0.91015625,256,1238.9527896995708,3064.5652173913045
251,1522.765625,0.93359375,256,1413.7991631799164,3054.705882352941
252,1642.4453125,0.92578125,256,1561.902953586498,2647.1052631578946
253,1765.1171875,0.859375,256,1640.5727272727272,2526.222222222222
254,1479.59375,0.88671875,256,1402.863436123348,2080.206896551724
255,1396.96484375,0.94921875,256,1341.2345679012346,2438.6923076923076
256,1817.26953125,0.89453125,256,1715.9519650655022,2676.5925925925926
257,1647.59375,0.9609375,256,1593.3536585365853,2981.9
258,1512.52734375,0.8984375,256,1463.0304347826086,1950.3846153846155
259,1538.73046875,0.95703125,256,1478.608163265306,2877.818181818182
260,1436.16796875,0.9765625,256,1417.988,2193.6666666666665
261,1768.46875,0.90234375,256,1624.030303030303,3103.08
262,1455.80859375,0.90625,256,1356.9956896551723,2411.0
263,1394.0078125,0.92578125,256,1383.590717299578,1523.9473684210527
264,1722.03515625,0.85546875,256,1619.593607305936,2328.3783783783783
265,1661.39453125,0.875,256,1427.1830357142858,3300.875
266,1467.734375,0.91015625,256,1399.4463519313306,2159.521739130435
267,1944.54296875,0.90234375,256,1768.4935064935064,3571.24
268,2185.82421875,0.8359375,256,1935.3644859813085,3461.9761904761904
269,1734.15234375,0.9296875,256,1617.6680672268908,3274.3333333333335
270,2124.5703125,0.87109375,256,2029.017937219731,2770.2727272727275
271,1886.54296875,0.78125,256,1513.985,3217.1071428571427
272,1214.09375,0.9140625,256,1200.6709401709402,1356.8636363636363
273,1595.203125,0.88671875,256,1361.431718061674,3425.0689655172414
274,1618.43359375,0.890625,256,1553.298245614035,2148.8214285714284
275,1712.390625,0.94140625,256,1650.1078838174274,2713.0666666666666
276,1514.0078125,0.87109375,256,1483.3587443946187,1721.121212121212
277,1831.93359375,0.96484375,256,1792.4615384615386,2915.222222222222
278,1697.015625,0.8828125,256,1634.0353982300885,2171.4666666666667
279,1263.5234375,0.953125,256,1178.0122950819673,3002.25
280,2087.17578125,0.89453125,256,2016.5764192139738,2685.962962962963
281,1586.3203125,0.87109375,256,1426.52466367713,2666.151515151515
282,1326.29296875,0.89453125,256,1242.2751091703058,2038.888888888889
283,1368.2421875,0.953125,256,1302.77868852459,2699.3333333333335
284,1657.515625,0.9296875,256,1579.8529411764705,2684.3888888888887
285,1870.546875,0.8515625,256,1661.6605504587155,3068.8947368421054
286,1211.96875,0.97265625,256,1175.2730923694778,2517.285714285714
287,1682.1484375,0.91796875,256,1560.7659574468084,3040.4761904761904
288,1479.48046875,0.9453125,256,1452.0537190082644,1953.5714285714287
289,1856.4453125,0.89453125,256,1809.0524017467249,2258.4074074074074
290,1649.65625,0.8203125,256,1431.9714285714285,2643.4347826086955
291,1916.76171875,0.84765625,256,1600.3917050691243,3677.076923076923
292,1161.56640625,0.953125,256,1124.405737704918,1917.1666666666667
293,1353.05859375,0.9375,256,1242.3875,3013.125
294,1800.88671875,0.859375,256,1560.759090909091,3268.3333333333335
295,1572.484375,0.90234375,256,1405.948051948052,3111.28
296,1225.671875,0.984375,256,1217.5555555555557,1737.0
297,1900.08203125,0.890625,256,1816.2763157894738,2582.5
298,1797.890625,0.86328125,256,1590.9502262443439,3104.5714285714284
299,1743.5625,0.9375,256,1617.6833333333334,3631.75
300,1849.16015625,0.8359375,256,1728.556074766355,2463.6666666666665
301,1538.07421875,0.9453125,256,1487.4380165289256,2413.3571428571427
302,1914.734375,0.87890625,256,1754.7688888888888,3075.7741935483873
303,1946.90625,0.9140625,256,1824.1923076923076,3252.1363636363635
304,1450.5859375,0.9609375,256,1383.2926829268292,3106.0
305,1971.2734375,0.9140625,256,1877.051282051282,2973.4545454545455
306,1714.046875,0.89453125,256,1511.3624454148471,3433.1111111111113
307,1471.3828125,0.8828125,256,1286.4734513274336,2864.366666666667
308,1406.26171875,0.96875,256,1364.8709677419354,2689.375
309,1940.6171875,0.83984375,256,1729.874418604651,3045.731707317073
310,2030.15625,0.78515625,256,1709.189054726368,3203.1454545454544
311,1462.921875,0.9453125,256,1397.8181818181818,2588.285714285714
312,1794.75390625,0.91015625,256,1617.0257510729614,3595.217391304348
313,1506.62109375,0.91015625,256,1413.8969957081545,2445.9565217391305
314,1541.140625,0.9140625,256,1460.7564102564102,2396.1363636363635
315,1531.5078125,0.92578125,256,1380.0590717299579,3420.6315789473683
316,1931.8515625,0.9140625,256,1832.7521367521367,2985.909090909091
317,1944.0703125,0.86328125,256,1682.076923076923,3598.3714285714286
318,1591.74609375,0.859375,256,1461.918181818182,2385.1388888888887
319,2097.38671875,0.859375,256,1906.0454545454545,3266.6944444444443
320,1697.53515625,0.90625,256,1592.0689655172414,2717.0416666666665
321,1649.98828125,0.88671875,256,1409.1453744493392,3535.206896551724
322,1705.21484375,0.90234375,256,1506.8528138528138,3538.08
323,1714.80078125,0.9375,256,1586.1458333333333,3644.625
324,1823.453125,0.78515625,256,1582.6069651741293,2703.6363636363635
325,1291.76171875,0.9609375,256,1276.6463414634147,1663.6
326,1903.91015625,0.8359375,256,1760.5093457943926,2634.5714285714284
327,1342.1328125,0.88671875,256,1250.4008810572686,2060.1724137931033
328,1931.25,0.84765625,256,1777.847926267281,2784.7948717948716
329,1301.0546875,0.96875,256,1258.0120967741937,2635.375
330,1840.984375,0.71875,256,1470.0434782608695,2788.9444444444443
331,1598.96875,0.859375,256,1418.1954545454546,2703.6944444444443
332,1675.7421875,0.89453125,256,1501.8995633187774,3150.185185185185
333,1874.20703125,0.9296875,256,1759.0882352941176,3396.3333333333335
334,1636.02734375,0.890625,256,1449.140350877193,3157.8214285714284
335,1733.7578125,0.8828125,256,1585.1637168141592,2853.1666666666665
336,1643.94921875,0.92578125,256,1566.759493670886,2606.7894736842104
337,1517.32421875,0.9296875,256,1420.5882352941176,2796.3888888888887
338,1223.9921875,0.98046875,256,1211.1035856573706,1871.0
339,1821.765625,0.859375,256,1529.3727272727272,3608.6111111111113
340,1544.1875,0.8984375,256,1505.408695652174,1887.2307692307693
341,1816.90625,0.91015625,256,1640.137339055794,3607.6521739130435
342,1665.55859375,0.9453125,256,1542.2892561983472,3796.3571428571427
343,1410.69921875,0.84375,256,1422.25,1348.325
344,1566.77734375,0.87109375,256,1434.8878923766815,2458.030303030303
345,1359.97265625,0.90234375,256,1176.3290043290044,3056.84
346,1653.8984375,0.87890625,256,1529.9777777777779,2553.3225806451615
347,1992.97265625,0.859375,256,1793.75,3210.4444444444443
348,1306.27734375,0.87890625,256,1279.7955555555557,1498.483870967742
349,1715.58203125,0.94140625,256,1652.5560165975103,2728.2
350,1707.171875,0.90234375,256,1558.186147186147,3083.8
351,1632.39453125,0.88671875,256,1522.660792951542,2491.344827586207
352,1329.73046875,0.9453125,256,1273.9752066115702,2293.5
353,2227.5,0.87890625,256,2047.0222222222221,3537.4193548387098
354,1619.02734375,0.83203125,256,1549.18779342723,1964.9767441860465
355,1346.55078125,0.95703125,256,1284.6612244897958,2725.0
356,1395.47265625,0.9375,256,1299.675,2832.4375
357,1899.26953125,0.84765625,256,1649.0138248847927,3291.7179487179487
358,1689.84765625,0.83203125,256,1375.281690140845,3248.046511627907
359,1859.3828125,0.8203125,256,1624.304761904762,2932.5652173913045
360,1533.15625,0.9140625,256,1414.2649572649573,2797.7272727272725
361,1643.44921875,0.875,256,1485.1785714285713,2751.34375
362,1567.96875,0.9296875,256,1535.6680672268908,1995.0555555555557
363,1577.75390625,0.8125,256,1364.8701923076924,2500.25
364,1634.09375,0.90234375,256,1547.7402597402597,2432.0
365,1282.87890625,0.88671875,256,1252.4537444933922,1521.0344827586207
366,1251.8515625,0.87109375,256,1229.6188340807175,1402.090909090909
367,1157.95703125,0.9765625,256,1100.008,3572.5
368,1525.78515625,0.875,256,1422.4955357142858,2248.8125
369,1483.79296875,0.86328125,256,1372.945701357466,2183.714285714286
370,1743.78125,0.90625,256,1620.5172413793102,2935.3333333333335
371,1294.25390625,0.8984375,256,1184.3521739130435,2266.4615384615386
372,1434.94140625,0.8828125,256,1295.641592920354,2484.3333333333335
373,1645.6796875,0.8828125,256,1459.1504424778761,3050.866666666667
374,1421.59765625,0.89453125,256,1280.3668122270742,2619.4444444444443
375,1578.10546875,0.921875,256,1494.7966101694915,2561.15
376,1090.1875,0.8984375,256,1019.1913043478261,1718.2307692307693
377,1850.22265625,0.8671875,256,1614.8513513513512,3387.0588235294117
378,1495.53125,0.8984375,256,1348.3565217391304,2797.4615384615386
379,1491.421875,0.9453125,256,1377.4132231404958,3462.1428571428573
380,1557.12109375,0.87890625,256,1519.7733333333333,1828.1935483870968
381,1432.22265625,0.8203125,256,1308.0380952380951,1999.1521739130435
382,1412.26171875,0.87109375,256,1380.5336322869955,1626.6666666666667
383,1467.93359375,0.95703125,256,1409.8326530612244,2762.0
384,1468.203125,0.796875,256,1369.7107843137255,1854.5961538461538
385,1041.6328125,0.98046875,256,1001.9482071713147,3033.8
386,1292.01171875,0.94921875,256,1216.5473251028807,2702.6153846153848
387,1396.71875,0.859375,256,1182.0136363636364,2708.8055555555557
388,1404.35546875,0.89453125,256,1174.5676855895197,3353.296296296296
389,1343.1875,0.9375,256,1220.0708333333334,3189.9375
390,1747.84375,0.90234375,256,1542.6233766233765,3644.08
391,1832.89453125,0.73046875,256,1640.3475935828876,2354.7246376811595
392,1377.60546875,0.9296875,256,1293.31512605042,2492.1111111111113
393,1285.8515625,0.85546875,256,1253.2511415525114,1478.8108108108108
394,1603.90625,0.9140625,256,1472.5811965811965,3000.7272727272725
395,1731.48828125,0.8828125,256,1643.141592920354,2397.0333333333333
396,1365.9453125,0.921875,256,1308.7796610169491,2040.5
397,1336.08984375,0.90234375,256,1216.034632034632,2445.4
398,1455.6015625,0.9375,256,1341.5583333333334,3166.25
399,1536.05859375,0.90625,256,1490.0431034482758,1980.875
400,1349.5078125,0.85546875,256,1250.5114155251142,1935.4594594594594
401,1376.40625,0.91015625,256,1281.381974248927,2339.0434782608695
402,1619.18359375,0.84375,256,1550.4907407407406,1990.125
403,1485.0390625,0.9140625,256,1396.179487179487,2430.181818181818
404,1687.5859375,0.90234375,256,1547.6796536796537,2980.32
405,1595.51171875,0.9296875,256,1475.1008403361345,3187.6111111111113
406,1551.37109375,0.94921875,256,1525.0987654320988,2042.4615384615386
407,1937.984375,0.8515625,256,1675.6834862385322,3442.7631578947367
408,1168.5625,0.95703125,256,1133.4,1951.7272727272727
409,1335.9453125,0.83203125,256,1148.4788732394366,2264.5581395348836
410,1347.15625,0.875,256,1240.0535714285713,2096.875
411,1450.94140625,0.95703125,256,1397.4122448979592,2643.181818181818
412,1929.875,0.85546875,256,1805.1141552511415,2668.324324324324
413,1661.69921875,0.89453125,256,1528.2794759825329,2793.296296296296
414,1522.83203125,0.8984375,256,1348.5782608695652,3064.3076923076924
415,1568.9921875,0.875,256,1318.1830357142858,3324.65625
416,1876.55859375,0.74609375,256,1533.6910994764398,2884.0615384615385
417,1367.11328125,0.8671875,256,1174.6936936936936,2623.5
418,1626.90234375,0.8515625,256,1382.2568807339449,3030.3947368421054
419,1453.25,0.90625,256,1400.6379310344828,1961.8333333333333
420,1191.8125,0.90625,256,1136.4094827586207,1727.375
421,1668.93359375,0.8828125,256,1620.0221238938052,2037.4
422,1423.13671875,0.96484375,256,1401.4696356275304,2017.7777777777778
423,1585.0,0.8671875,256,1528.2252252252251,1955.7058823529412
424,1640.55078125,0.90234375,256,1590.1038961038962,2106.68
425,1457.19140625,0.8515625,256,1341.0183486238532,2123.657894736842
426,1315.96875,0.921875,256,1242.9788135593221,2177.25
427,1142.89453125,0.91796875,256,1001.4723404255319,2725.4761904761904
428,1571.125,0.89453125,256,1483.1353711790393,2317.4074074074074
429,1233.6640625,0.9609375,256,1218.6422764227643,1603.2
430,1524.1796875,0.90234375,256,1364.4761904761904,2999.84
