step,avg_len,avg_score,n
100,1815.943359375,0.12158203125,2048
200,1971.125,0.05810546875,2048
300,4075.669921875,0.00146484375,2048
400,4088.376953125,0.00146484375,2048
500,4092.2490234375,0.0009765625,2048
600,3877.7314453125,0.01318359375,2048
661,4073.28515625,0.00439453125,2048
