step,avg_len,avg_score,n,pos_len,neg_len
32,2843.34375,0.74609375,256,2417.047120418848,4096.0
33,2943.16796875,0.80078125,256,2667.6878048780486,4050.4901960784314
34,3085.94140625,0.72265625,256,2719.6324324324323,4040.4084507042253
35,2752.36328125,0.921875,256,2642.080508474576,4053.7
36,2902.06640625,0.6796875,256,2363.609195402299,4044.6463414634145
37,3167.859375,0.77734375,256,2902.0100502512564,4096.0
38,2757.19921875,0.78515625,256,2390.860696517413,4096.0
39,3506.72265625,0.71875,256,3276.1358695652175,4096.0
40,3110.01953125,0.71875,256,2724.2010869565215,4096.0
41,3033.02734375,0.796875,256,2762.073529411765,4096.0
42,2507.65625,0.921875,256,2374.6525423728813,4077.1
43,2460.125,0.88671875,256,2259.2290748898677,4032.655172413793
44,2840.1953125,0.81640625,256,2557.7894736842104,4096.0
45,2780.5,0.890625,256,2646.938596491228,3868.0714285714284
46,2980.96875,0.8046875,256,2710.330097087379,4096.0
47,2825.38671875,0.7265625,256,2364.3225806451615,4050.5
48,3190.45703125,0.63671875,256,2673.79754601227,4096.0
49,2990.9453125,0.796875,256,2709.264705882353,4096.0
50,3284.93359375,0.80859375,256,3097.096618357488,4078.4489795918366
51,2448.625,0.890625,256,2273.9122807017543,3871.285714285714
52,2963.86328125,0.76953125,256,2630.979695431472,4075.35593220339
53,2779.6015625,0.8671875,256,2596.3513513513512,3976.1176470588234
54,2339.21484375,0.90625,256,2157.478448275862,4096.0
55,3136.80078125,0.6484375,256,2616.753012048193,4096.0
56,2884.85546875,0.796875,256,2579.7450980392155,4081.826923076923
57,2742.015625,0.9140625,256,2614.735042735043,4095.818181818182
58,2974.296875,0.74609375,256,2592.565445026178,4096.0
59,2505.0859375,0.9296875,256,2384.764705882353,4096.0
60,3276.7734375,0.76953125,256,3034.771573604061,4084.813559322034
61,2928.9609375,0.7890625,256,2626.2178217821784,4061.4444444444443
62,2554.60546875,0.7578125,256,2061.994845360825,4096.0
63,2679.47265625,0.87109375,256,2469.85201793722,4096.0
64,2375.12109375,0.91015625,256,2205.248927038627,4096.0
65,2787.08984375,0.77734375,256,2412.175879396985,4096.0
66,2312.8515625,0.9375,256,2204.75,3934.375
67,2806.23046875,0.83984375,256,2568.0372093023257,4055.2926829268295
68,2606.671875,0.92578125,256,2509.784810126582,3815.2105263157896
69,2652.203125,0.78515625,256,2352.4378109452737,3747.7090909090907
70,2811.34765625,0.796875,256,2507.3627450980393,4003.903846153846
71,2858.1640625,0.81640625,256,2587.2583732057415,4062.8297872340427
72,2334.3359375,0.8359375,256,1993.6822429906542,4070.0476190476193
73,2221.52734375,0.8828125,256,2019.4469026548672,3743.866666666667
74,2669.94140625,0.91015625,256,2529.1716738197424,4096.0
75,2433.18359375,0.82421875,256,2084.905213270142,4066.222222222222
76,2647.5703125,0.90234375,256,2513.4805194805194,3886.56
77,2802.21875,0.8515625,256,2626.9954128440368,3807.4473684210525
78,2724.046875,0.88671875,256,2573.7885462555064,3900.206896551724
79,2847.30859375,0.8125,256,2573.894230769231,4032.1041666666665
80,2385.0078125,0.91796875,256,2262.2595744680852,3758.6190476190477
81,2520.2109375,0.80859375,256,2317.782608695652,3375.3673469387754
82,2642.4453125,0.82421875,256,2407.6018957345973,3743.6
83,2513.24609375,0.828125,256,2244.5849056603774,3807.7045454545455
84,2463.17578125,0.87109375,256,2245.9417040358744,3931.151515151515
85,2870.5,0.84375,256,2667.8333333333335,3964.9
86,2362.484375,0.859375,256,2204.3545454545456,3328.8333333333335
87,2320.390625,0.9296875,256,2187.953781512605,4071.5
88,1767.078125,0.95703125,256,1688.4897959183672,3517.4545454545455
89,2055.26171875,0.9453125,256,1950.0123966942149,3874.5714285714284
90,2647.53125,0.82421875,256,2344.7109004739336,4067.4222222222224
91,3068.11328125,0.75390625,256,2743.880829015544,4061.3968253968255
92,2511.7265625,0.90234375,256,2347.246753246753,4031.52
93,2132.8671875,0.96875,256,2095.560483870968,3289.375
94,2585.875,0.86328125,256,2421.457013574661,3624.057142857143
95,2906.09375,0.80859375,256,2644.845410628019,4009.734693877551
96,2551.60546875,0.83984375,256,2275.0558139534883,4001.8048780487807
97,2341.58203125,0.80859375,256,2022.6280193236714,3689.0
98,2915.6015625,0.89453125,256,2796.6288209606987,3924.6666666666665
99,2167.625,0.81640625,256,1751.468899521531,4018.191489361702
100,2307.3203125,0.8359375,256,2040.252336448598,3668.095238095238
101,2269.796875,0.85546875,256,2053.187214611872,3551.891891891892
102,1801.4453125,0.95703125,256,1719.5265306122449,3626.0
103,2410.921875,0.84375,256,2098.8703703703704,4096.0
104,1979.37109375,0.9375,256,1838.2625,4096.0
105,2516.015625,0.9140625,256,2374.542735042735,4020.7727272727275
106,2406.0546875,0.85546875,256,2149.187214611872,3926.4324324324325
107,1846.86328125,0.953125,256,1790.0204918032787,3002.6666666666665
108,2467.75,0.8828125,256,2266.3893805309735,3984.6666666666665
109,2455.12109375,0.89453125,256,2302.9039301310045,3746.1481481481483
110,2482.6953125,0.86328125,256,2270.891402714932,3820.0857142857144
111,2490.13671875,0.8125,256,2131.793269230769,4042.9583333333335
112,2376.4296875,0.77734375,256,1911.894472361809,3998.2280701754385
113,2374.51171875,0.91796875,256,2255.808510638298,3702.8571428571427
114,2071.87890625,0.91796875,256,1956.476595744681,3363.285714285714
115,2101.453125,0.9140625,256,1919.025641025641,4041.818181818182
116,1892.2109375,0.93359375,256,1744.878661087866,3963.529411764706
117,1977.01171875,0.9375,256,1843.1333333333334,3985.1875
118,1905.80078125,0.9609375,256,1816.7682926829268,4096.0
119,2458.375,0.9296875,256,2351.0672268907565,3877.222222222222
120,2205.41015625,0.83984375,256,1878.4046511627907,3920.1951219512193
121,2323.96875,0.875,256,2268.745535714286,2710.53125
122,2059.515625,0.8828125,256,1905.783185840708,3217.633333333333
123,2037.69921875,0.91796875,256,1882.0382978723405,3779.6190476190477
124,2282.46875,0.875,256,2027.6339285714287,4066.3125
125,2107.83203125,0.8515625,256,1891.940366972477,3346.3684210526317
126,2032.19921875,0.9140625,256,1877.059829059829,3682.318181818182
127,2326.10546875,0.8828125,256,2119.238938053097,3884.5
128,2515.73046875,0.8671875,256,2318.301801801802,3804.823529411765
129,2708.44140625,0.90234375,256,2577.818181818182,3915.4
130,2133.57421875,0.9453125,256,2028.2603305785124,3954.0
131,2438.40625,0.83984375,256,2188.567441860465,3748.5365853658536
132,1691.8984375,0.96484375,256,1613.4331983805669,3845.3333333333335
133,2303.19921875,0.87109375,256,2060.3632286995517,3944.181818181818
134,2053.12109375,0.91796875,256,1886.3574468085105,3919.285714285714
135,1698.1640625,0.93359375,256,1763.5648535564853,778.7058823529412
136,1579.05078125,0.93359375,256,1522.0,2381.1176470588234
137,2439.84375,0.90234375,256,2300.194805194805,3730.2
138,1780.14453125,0.9140625,256,1652.1196581196582,3141.8636363636365
139,2501.1796875,0.890625,256,2343.5570175438597,3784.6785714285716
140,2041.15234375,0.8671875,256,1885.8603603603603,3055.1176470588234
141,1967.57421875,0.93359375,256,1877.702928870293,3231.0588235294117
142,1986.13671875,0.9140625,256,1825.3418803418804,3696.409090909091
143,2064.77734375,0.92578125,256,1939.717299578059,3624.7368421052633
144,2167.3828125,0.82421875,256,1960.8957345971564,3135.5777777777776
145,2091.6640625,0.90234375,256,1951.1991341991343,3389.56
146,2294.9765625,0.87890625,256,2122.24,3548.7096774193546
147,2257.3515625,0.9609375,256,2194.9349593495936,3792.8
148,2009.359375,0.90625,256,2007.1724137931035,2030.5
149,2058.08984375,0.9609375,256,2005.3902439024391,3354.5
150,2080.77734375,0.8359375,256,1812.5794392523364,3447.309523809524
151,2041.5546875,0.9765625,256,2014.984,3148.6666666666665
152,2123.28125,0.88671875,256,2003.387665198238,3061.7586206896553
153,1931.45703125,0.9296875,256,1779.1512605042017,3945.277777777778
154,2258.12109375,0.84765625,256,2057.1843317972352,3376.153846153846
155,2014.515625,0.90234375,256,1813.4199134199134,3872.64
156,1771.08203125,0.97265625,256,1742.2208835341366,2797.714285714286
157,2546.2734375,0.80859375,256,2310.9710144927535,3540.3061224489797
158,1808.6796875,0.921875,256,1741.906779661017,2596.6
159,2195.29296875,0.89453125,256,1975.995633187773,4055.259259259259
160,1940.7109375,0.8671875,256,1744.0855855855855,3224.5588235294117
161,2173.0546875,0.8125,256,1829.25,3662.875
162,2256.12109375,0.921875,256,2222.987288135593,2647.1
163,1915.01953125,0.9140625,256,1741.982905982906,3755.5
164,1515.6484375,0.953125,256,1412.9918032786886,3603.0
165,2379.203125,0.90234375,256,2238.939393939394,3675.24
166,1907.59375,0.97265625,256,1846.0722891566265,4096.0
167,2374.83203125,0.90625,256,2199.331896551724,4071.3333333333335
168,2331.19921875,0.87109375,256,2138.017937219731,3636.6363636363635
169,2004.05078125,0.98046875,256,1964.402390438247,3994.4
170,1850.390625,0.86328125,256,1674.3891402714933,2961.714285714286
171,2134.09375,0.9140625,256,1961.4188034188035,3970.7272727272725
172,1752.984375,0.9609375,256,1699.69918699187,3063.8
173,2080.87890625,0.94140625,256,1955.4564315352698,4096.0
174,2508.78125,0.828125,256,2252.004716981132,3745.9772727272725
175,2204.50390625,0.86328125,256,1941.502262443439,3865.1714285714284
176,1799.3671875,0.8984375,256,1680.9434782608696,2846.9615384615386
177,1920.44921875,0.9453125,256,1815.206611570248,3739.6428571428573
178,2730.48828125,0.86328125,256,2592.343891402715,3602.7714285714287
179,2326.41015625,0.89453125,256,2138.8209606986898,3917.4444444444443
180,2091.98828125,0.85546875,256,1925.5479452054794,3077.135135135135
181,2121.80078125,0.9140625,256,1952.7991452991453,3919.3636363636365
182,1929.11328125,0.96484375,256,1896.9433198380566,2812.0
183,1795.9921875,0.87109375,256,1487.3139013452915,3881.909090909091
184,2083.9921875,0.91015625,256,1943.0772532188842,3511.521739130435
185,2029.18359375,0.921875,256,1936.8983050847457,3118.15
186,1777.4140625,0.94140625,256,1720.701244813278,2688.6
187,2150.15625,0.8671875,256,1934.8243243243244,3556.1470588235293
188,2117.9453125,0.8203125,256,1904.0714285714287,3094.3260869565215
189,1852.1875,0.921875,256,1689.3305084745762,3773.9
190,1935.23828125,0.88671875,256,1816.7973568281939,2862.344827586207
191,1733.46484375,0.953125,256,1642.0122950819673,3593.0
192,1584.1328125,0.98046875,256,1558.1195219123506,2890.0
193,2372.578125,0.84765625,256,2141.1843317972352,3660.076923076923
194,1766.5234375,0.91015625,256,1592.7210300429185,3527.217391304348
195,1908.375,0.890625,256,1705.1008771929824,3563.6071428571427
196,2286.29296875,0.83203125,256,2127.7652582159626,3071.5581395348836
197,2448.5546875,0.79296875,256,2223.0985221674878,3312.0943396226417
198,2116.74609375,0.921875,256,1983.822033898305,3685.25
199,2237.05078125,0.9140625,256,2077.059829059829,3938.7727272727275
200,1737.3046875,0.96484375,256,1681.7449392712551,3262.1111111111113
201,2198.3671875,0.91015625,256,2019.008583690987,4015.3478260869565
202,2069.2421875,0.859375,256,1785.0590909090909,3805.9166666666665
203,1850.90234375,0.8984375,256,1719.4608695652173,3013.653846153846
204,2315.2890625,0.80078125,256,1906.4146341463415,3958.8039215686276
205,1970.35546875,0.91015625,256,1815.9527896995708,3534.521739130435
206,2222.66796875,0.890625,256,2060.495614035088,3543.214285714286
207,1964.40625,0.90625,256,1776.1810344827586,3783.9166666666665
208,2312.140625,0.85546875,256,2045.86301369863,3888.2162162162163
209,1990.59765625,0.796875,256,1812.9166666666667,2687.653846153846
210,2069.89453125,0.90625,256,1919.0991379310344,3527.5833333333335
211,2053.0078125,0.91796875,256,1892.5531914893618,3848.5714285714284
212,1783.69921875,0.89453125,256,1566.2052401746726,3628.3703703703704
213,2179.8828125,0.8203125,256,2023.5619047619048,2893.521739130435
214,1779.8515625,0.9296875,256,1651.3697478991596,3478.6666666666665
215,2135.203125,0.8515625,256,1984.8899082568807,2997.5263157894738
216,2027.8046875,0.89453125,256,1834.0742358078603,3670.925925925926
217,1895.38671875,0.9453125,256,1829.5578512396694,3033.285714285714
218,1458.15625,0.97265625,256,1384.0,4096.0
219,1752.546875,0.92578125,256,1643.2151898734178,3116.315789473684
220,1868.5234375,0.8984375,256,1726.5478260869565,3124.4615384615386
221,2572.12109375,0.828125,256,2295.5330188679245,3904.7727272727275
222,1410.42578125,0.9453125,256,1364.5578512396694,2203.285714285714
223,1435.78125,0.97265625,256,1382.6064257028113,3327.285714285714
224,2150.89453125,0.85546875,256,1958.2922374429224,3290.891891891892
225,2297.64453125,0.7890625,256,2112.5,2990.222222222222
226,1660.3203125,0.9453125,256,1554.2520661157025,3493.785714285714
227,2143.2578125,0.81640625,256,1910.3492822966507,3178.9574468085107
228,1927.87109375,0.84765625,256,1675.0967741935483,3334.3333333333335
229,2160.203125,0.88671875,256,1999.9339207048458,3414.7241379310344
230,1908.7734375,0.90234375,256,1737.1601731601731,3494.48
231,1867.95703125,0.875,256,1586.4955357142858,3838.1875
232,2293.37890625,0.88671875,256,2090.0925110132157,3884.6206896551726
233,1802.04296875,0.96484375,256,1741.7975708502024,3455.4444444444443
234,1950.6796875,0.91796875,256,1794.2723404255319,3700.9523809523807
235,1891.12109375,0.91015625,256,1733.8326180257511,3484.521739130435
236,2024.76953125,0.92578125,256,1900.6160337552742,3573.4210526315787
237,2125.55078125,0.93359375,256,2010.2803347280335,3746.1176470588234
238,2369.04296875,0.796875,256,2013.6960784313726,3763.096153846154
239,1593.1796875,0.9453125,256,1541.719008264463,2482.714285714286
240,2293.65234375,0.9140625,256,2187.8333333333335,3419.181818181818
241,2696.203125,0.81640625,256,2411.555023923445,3961.978723404255
242,1944.35546875,0.859375,256,1739.2863636363636,3197.5555555555557
243,2026.96875,0.8515625,256,1798.4954128440368,3337.684210526316
244,1583.10546875,0.921875,256,1532.6398305084747,2178.6
245,1525.9609375,0.9453125,256,1505.8842975206612,1873.0
246,1860.28515625,0.8359375,256,1663.285046728972,2864.0476190476193
247,1497.1875,0.97265625,256,1469.0602409638554,2497.714285714286
248,1906.328125,0.9140625,256,1841.4615384615386,2596.2727272727275
249,1916.3828125,0.9140625,256,1798.7179487179487,3167.909090909091
250,1436.0078125,0.9296875,256,1303.2857142857142,3190.8888888888887
251,1639.9921875,0.9375,256,1519.8541666666667,3442.0625
252,1810.22265625,0.9453125,256,1710.9710743801652,3525.8571428571427
253,1900.33984375,0.88671875,256,1788.6696035242292,2774.448275862069
254,1605.33984375,0.91015625,256,1526.8497854077252,2400.478260869565
255,1513.875,0.94921875,256,1442.2304526748972,2853.076923076923
256,1918.57421875,0.92578125,256,1839.4008438818566,2906.157894736842
257,1812.21484375,0.9609375,256,1744.4512195121952,3479.2
258,1672.91796875,0.921875,256,1600.6737288135594,2525.4
259,1628.359375,0.96875,256,1569.8951612903227,3440.75
260,1571.44921875,0.96484375,256,1536.4777327935224,2531.222222222222
261,1887.875,0.9140625,256,1776.354700854701,3074.0454545454545
262,1592.53125,0.953125,256,1543.827868852459,2582.8333333333335
263,1458.3203125,0.9140625,256,1435.4444444444443,1701.6363636363637
264,1881.10546875,0.82421875,256,1672.0331753554503,2861.4222222222224
265,1831.73828125,0.88671875,256,1617.9691629955946,3505.0344827586205
266,1648.6484375,0.90625,256,1508.3836206896551,3004.5416666666665
267,2039.89453125,0.87890625,256,1821.1333333333334,3627.6774193548385
268,2340.41015625,0.83984375,256,2098.493023255814,3609.0
269,1840.69921875,0.9296875,256,1707.2100840336134,3605.722222222222
270,2351.890625,0.875,256,2151.9821428571427,3751.25
271,1979.265625,0.80078125,256,1690.439024390244,3140.235294117647
272,1343.0703125,0.953125,256,1327.3032786885246,1663.6666666666667
273,1785.23046875,0.8671875,256,1485.1216216216217,3744.764705882353
274,1749.9765625,0.9140625,256,1679.6965811965813,2497.5
275,1859.12890625,0.9609375,256,1800.1951219512196,3308.9
276,1671.125,0.87890625,256,1621.1777777777777,2033.6451612903227
277,1989.4140625,0.953125,256,1952.950819672131,2730.8333333333335
278,1863.1796875,0.91796875,256,1751.5446808510637,3112.4285714285716
279,1269.015625,0.97265625,256,1245.85140562249,2093.0
280,2271.44140625,0.9296875,256,2213.268907563025,3040.6111111111113
281,1720.15625,0.8359375,256,1537.3317757009345,2651.690476190476
282,1495.4765625,0.92578125,256,1406.8059071729958,2601.5263157894738
283,1569.33984375,0.921875,256,1419.9364406779662,3332.3
284,1739.24609375,0.91796875,256,1654.2468085106384,2690.4285714285716
285,2106.8125,0.81640625,256,1745.0526315789473,3715.4893617021276
286,1306.73828125,0.96875,256,1243.6693548387098,3261.875
287,1723.328125,0.91796875,256,1573.9702127659575,3394.714285714286
288,1582.76171875,0.97265625,256,1573.0843373493976,1927.0
289,1971.94921875,0.8984375,256,1930.2565217391304,2340.769230769231
290,1782.6328125,0.8828125,256,1633.6061946902655,2905.3
291,1895.21875,0.87109375,256,1638.3273542600896,3631.181818181818
292,1277.640625,0.984375,256,1265.5039682539682,2042.25
293,1411.7578125,0.953125,256,1311.9959016393443,3440.25
294,1837.7890625,0.87109375,256,1616.4843049327353,3333.2727272727275
295,1638.62890625,0.91796875,256,1515.8212765957446,3012.904761904762
296,1283.77734375,0.9921875,256,1278.283464566929,1981.5
297,1968.609375,0.890625,256,1929.7412280701753,2285.1071428571427
298,1821.8515625,0.8359375,256,1575.481308411215,3077.1666666666665
299,1817.86328125,0.92578125,256,1661.4894514767932,3768.4210526315787
300,2019.6171875,0.82421875,256,1792.5402843601896,3084.3555555555554
301,1559.3046875,0.96484375,256,1523.5344129554655,2541.0
302,2009.25390625,0.84765625,256,1811.5714285714287,3109.1794871794873
303,2043.921875,0.90234375,256,1920.5930735930735,3183.48
304,1461.265625,0.984375,256,1443.873015873016,2557.0
305,2019.27734375,0.87109375,256,1882.5874439461884,2942.969696969697
306,1675.5625,0.859375,256,1392.090909090909,3407.8888888888887
307,1453.2265625,0.94140625,256,1381.9377593360996,2598.6
308,1438.51171875,0.96484375,256,1389.1255060728745,2793.8888888888887
309,1911.17578125,0.84375,256,1661.2314814814815,3260.875
310,2093.05859375,0.8203125,256,1805.5142857142857,3405.7608695652175
311,1556.7734375,0.9609375,256,1497.7154471544716,3009.6
312,1837.4609375,0.90234375,256,1652.5064935064936,3546.44
313,1551.87109375,0.96875,256,1518.399193548387,2589.5
314,1509.5234375,0.9296875,256,1466.1470588235295,2083.0555555555557
315,1536.76171875,0.93359375,256,1432.9623430962342,2996.0588235294117
316,1884.23046875,0.94140625,256,1807.9336099585062,3110.0666666666666
317,2031.25390625,0.86328125,256,1728.8506787330316,3940.714285714286
318,1558.2109375,0.88671875,256,1448.47577092511,2417.1724137931033
319,2142.55859375,0.890625,256,1918.377192982456,3968.035714285714
320,1732.76171875,0.890625,256,1636.719298245614,2514.8214285714284
321,1662.3359375,0.90625,256,1508.9827586206898,3144.75
322,1765.57421875,0.90234375,256,1620.4675324675325,3106.36
323,1702.88671875,0.953125,256,1598.344262295082,3828.5833333333335
324,1892.50390625,0.8671875,256,1732.7072072072071,2935.8823529411766
325,1327.83984375,0.9765625,256,1297.24,2602.8333333333335
326,2055.890625,0.90234375,256,1926.5194805194806,3251.28
327,1328.1171875,0.8671875,256,1269.445945945946,1711.2058823529412
328,1826.86328125,0.8984375,256,1702.5565217391304,2926.5
329,1339.99609375,0.9453125,256,1238.6735537190082,3091.4285714285716
330,1887.12890625,0.734375,256,1492.6063829787233,2977.8676470588234
331,1681.87890625,0.890625,256,1529.6315789473683,2921.6071428571427
332,1713.04296875,0.90625,256,1536.6379310344828,3418.2916666666665
333,1828.58203125,0.95703125,256,1741.8612244897959,3760.090909090909
334,1654.578125,0.88671875,256,1446.5462555066078,3282.9655172413795
335,1826.2421875,0.90625,256,1696.7327586206898,3078.1666666666665
336,1717.9453125,0.94140625,256,1618.4232365145228,3316.9333333333334
337,1533.45703125,0.96875,256,1483.1733870967741,3092.25
338,1331.8828125,0.98828125,256,1311.0355731225297,3090.0
339,1908.82421875,0.828125,256,1581.5471698113208,3485.7045454545455
340,1642.88671875,0.91015625,256,1628.8669527896996,1784.9130434782608
341,1923.95703125,0.90625,256,1725.9353448275863,3838.1666666666665
342,1707.03125,0.9453125,256,1588.8057851239669,3750.6428571428573
343,1489.92578125,0.890625,256,1535.701754385965,1117.1785714285713
344,1611.0546875,0.8671875,256,1509.4864864864865,2274.235294117647
345,1440.4375,0.91796875,256,1258.6170212765958,3475.095238095238
346,1755.10546875,0.88671875,256,1589.044052863436,3054.9655172413795
347,2129.8125,0.8515625,256,1949.1376146788991,3166.315789473684
348,1399.45703125,0.91796875,256,1382.5446808510637,1588.7142857142858
349,1804.43359375,0.9765625,256,1762.344,3558.1666666666665
350,1796.11328125,0.91015625,256,1681.74678111588,2954.695652173913
351,1781.37890625,0.87890625,256,1632.2444444444445,2863.8064516129034
352,1454.39453125,0.95703125,256,1389.1387755102041,2907.818181818182
353,2345.08984375,0.8984375,256,2230.0173913043477,3363.0384615384614
354,1720.55078125,0.84375,256,1592.037037037037,2414.525
355,1503.23828125,0.94921875,256,1389.1440329218108,3635.923076923077
356,1541.35546875,0.91796875,256,1421.659574468085,2880.809523809524
357,1992.921875,0.88671875,256,1856.2995594713657,3062.344827586207
358,1783.44140625,0.83984375,256,1464.8046511627906,3454.3414634146343
359,1965.55078125,0.83984375,256,1771.832558139535,2981.390243902439
360,1571.0546875,0.93359375,256,1462.7866108786611,3093.176470588235
361,1756.5234375,0.87109375,256,1606.4125560538116,2770.909090909091
362,1658.58984375,0.91796875,256,1602.8808510638298,2282.0
363,1669.3046875,0.859375,256,1457.5681818181818,2963.25
364,1734.7109375,0.890625,256,1663.8947368421052,2311.3571428571427
365,1393.1015625,0.921875,256,1352.7966101694915,1868.7
366,1343.08984375,0.90625,256,1323.4525862068965,1532.9166666666667
367,1213.78125,0.984375,256,1179.4166666666667,3378.75
368,1618.34765625,0.90234375,256,1490.922077922078,2795.76
369,1506.08203125,0.8828125,256,1386.8893805309735,2404.0
370,1935.61328125,0.875,256,1722.763392857143,3425.5625
371,1366.64453125,0.8828125,256,1242.58407079646,2301.233333333333
372,1501.9453125,0.91015625,256,1384.2231759656652,2694.521739130435
373,1721.6953125,0.86328125,256,1493.4343891402716,3163.0
374,1458.65234375,0.9296875,256,1379.6008403361345,2503.8888888888887
375,1650.53125,0.93359375,256,1609.0251046025105,2234.0588235294117
376,1208.046875,0.9140625,256,1120.2008547008547,2142.409090909091
377,1899.47265625,0.92578125,256,1770.240506329114,3511.4736842105262
378,1668.0390625,0.8828125,256,1443.9380530973451,3356.266666666667
379,1565.62890625,0.94140625,256,1466.5726141078837,3157.133333333333
380,1717.3359375,0.92578125,256,1675.0759493670887,2244.4736842105262
381,1518.55078125,0.81640625,256,1391.5358851674641,2083.3617021276596
382,1496.2734375,0.8515625,256,1395.9449541284403,2071.842105263158
383,1539.92578125,0.9296875,256,1437.9411764705883,2888.3888888888887
384,1536.72265625,0.83984375,256,1421.093023255814,2143.0731707317073
385,996.1171875,0.984375,256,976.8253968253969,2211.5
386,1381.515625,0.96875,256,1343.0564516129032,2573.75
387,1484.5546875,0.86328125,256,1236.89592760181,3048.342857142857
388,1501.734375,0.91015625,256,1288.206008583691,3664.8695652173915
389,1368.671875,0.96484375,256,1315.6315789473683,2824.3333333333335
390,1771.5390625,0.89453125,256,1577.475982532751,3417.4814814814813
391,1873.7265625,0.828125,256,1776.7216981132076,2341.1136363636365
392,1411.59375,0.953125,256,1350.122950819672,2661.5
393,1374.19921875,0.85546875,256,1318.1735159817351,1705.8108108108108
394,1604.12890625,0.921875,256,1461.8389830508474,3283.15
395,1726.234375,0.88671875,256,1614.6740088105728,2599.4827586206898
396,1408.80859375,0.95703125,256,1358.5061224489796,2529.181818181818
397,1431.6171875,0.921875,256,1338.542372881356,2529.9
398,1409.78515625,0.95703125,256,1333.2693877551021,3114.0
399,1664.71875,0.8828125,256,1483.216814159292,3032.0333333333333
400,1444.5078125,0.8671875,256,1354.5585585585586,2031.8235294117646
401,1406.7109375,0.9375,256,1297.1916666666666,3049.5
402,1676.1015625,0.875,256,1594.1651785714287,2249.65625
403,1461.78515625,0.91796875,256,1365.8978723404255,2534.809523809524
404,1685.34765625,0.91015625,256,1543.2875536480688,3124.478260869565
405,1618.93359375,0.953125,256,1510.0696721311476,3832.5
406,1629.30859375,0.94921875,256,1553.1275720164608,3053.3076923076924
407,1953.9765625,0.87109375,256,1680.8385650224216,3799.7272727272725
408,1170.2734375,0.98046875,256,1154.6573705179283,1954.2
409,1340.56640625,0.84765625,256,1183.589861751152,2214.0
410,1373.9296875,0.87890625,256,1331.3377777777778,1683.0645161290322
411,1417.3671875,0.96875,256,1372.233870967742,2816.5
412,1900.65234375,0.84375,256,1797.8703703703704,2455.675
413,1674.078125,0.8828125,256,1502.0265486725664,2970.2
414,1576.3671875,0.90625,256,1428.4181034482758,3006.5416666666665
415,1601.98828125,0.9140625,256,1426.4273504273503,3469.318181818182
416,1924.7265625,0.765625,256,1609.8469387755101,2953.3333333333335
417,1354.0859375,0.8984375,256,1216.7260869565218,2569.1923076923076
418,1638.16015625,0.90234375,256,1439.7272727272727,3471.68
419,1385.34375,0.9375,256,1354.0583333333334,1854.625
420,1216.26171875,0.94921875,256,1167.7366255144034,2123.3076923076924
421,1719.2421875,0.85546875,256,1581.310502283105,2535.6486486486488
422,1531.73828125,0.9296875,256,1424.735294117647,2946.5555555555557
423,1659.21875,0.91015625,256,1585.381974248927,2407.217391304348
424,1677.74609375,0.8671875,256,1567.3693693693695,2398.4411764705883
425,1415.3359375,0.84375,256,1288.3703703703704,2100.95
426,1341.8984375,0.96875,256,1337.1451612903227,1489.25
427,1093.65625,0.94921875,256,979.5020576131687,3227.4615384615386
428,1550.4921875,0.9140625,256,1463.957264957265,2470.909090909091
429,1251.43359375,0.96875,256,1178.907258064516,3499.75
